id,supplement,type,name,ruby,timing,skill,dfclty,target,rng,urge,flavor,effect,ref_faq_id,ref_info_id,update,other_ver_id,rel_elois_id,type_order,urge_order
PE-アバドンの顎,PE,シナリオクラフト専用,アバドンの顎,アハトンノアキト,常時,—,自動成功,自身,至近,飢餓,あなたがその飢えによって、世界から徐々にエネルギーを吸い上げていることを表わすEロイス。吸い上げる手段は、分身の群れなどによる直接的なものでもよいし、間接的に生命エネルギーを吸い上げている、などとしてもよい。,シナリオクラフトプレイ中、ハプニングチャートもしくはエネミーチャートをROCしたシーンの終了時に、シーンプレイヤーは1D点のHPを失う。このダイスはGMが振ること。この効果で失われたHPの合計分、あなたのHPの現在値および上限が増大する。,,,LM,LM-アバドンの顎,,1,3
PE-渇いた魂,PE,シナリオクラフト専用,渇いた魂,カワイタタマシイ,常時,—,自動成功,自身,至近,飢餓,あなたが通常のそれよりも遥かに強い飢餓感に苛まれていることを表わすEロイス。それが失ったものへの二度と得られぬ後悔なのか、決して手に入らない虚妄の理想への執着なのか。わかっていることは、それを満たしてくれるのが、いまだ人間にしがみつくダブルクロスとの戦いであるということだけ。,シナリオクラフトプレイにおいてあなたがクライマックスフェイズに発生させるダメージロールに+[ミドルフェイズのシーン数]する。,,,LM,LM-渇いた魂,,1,3
PE-流血のカスケード,PE,シナリオクラフト専用,流血のカスケード,リュウケツノカスケート,常時,—,自動成功,自身,至近,殺戮,殺しは、流水階段(カスケード)に似ている。それはとめどなく新しい血を求め続け、果てしなく流れ続けるものだ。ひとり殺せばまたひとり。殺戮の流水は止まることがない。あなたの殺戮衝動が伝染することで、事件解決が困難になることを表わすEロイス。あなたを追う者たちの戦いは別の血を戦いを呼び、それだけ事件解決を遅くする。,シナリオクラフトプレイにおいて、エネミーチャートによる戦闘が終了するたびに、現在のプライズポイントが1点減少する(最低1)。,,,LM,LM-流血のカスケード,,1,4
PE-屍の玉座,PE,シナリオクラフト専用,屍の玉座,シカハネノキョクサ,常時,—,自動成功,自身,至近,殺戮,殺せば殺すほど、屍の山を積み上げれば積み上げるほど、あなたの殺戮への衝動はさらに積み上がる。殺戮は魔性の美酒のようなものだ。飲んでも飲んでもあなたを満足させることはないが、しかしそのたびごとにあなたを酔わせていく。積み上げた屍があなたを強くすることを表わすEロイス。,シナリオクラフトプレイにおいてなたがキャラクターを死亡させた場合、そのシーン中にあなたが行なう攻撃のダメージに+1Dする。この効果は重複しない。加えて、あなたはキャラクターを戦闘不能にするたびに、2D点のHPを回復させることができる。こちらの効果は重複する。,,,LM,LM-屍の玉座,,1,4
PE-破壊の連鎖,PE,シナリオクラフト専用,破壊の連鎖,ハカイノレンサ,オートアクション,—,自動成功,自身,至近,破壊,破壊する。それは究極の自由だ。しがらみ、良心、善意、ためらい、優しさ。そんなものをすべて破壊したところに、あなたの持つ自由がある。そしてその破壊は、あなたの影響力のおよぶところ無限に連鎖し、破壊を続ける。あなたによってもたらされた破壊、すなわち戦闘があまりにも壮絶な破壊をもたらすために、そこから何かを得ることが困難であることを表わすEロイス。,シナリオクラフトプレイにおいて、戦闘が発生した瞬間に使用する。そのシーンでは戦闘の結果にかかわらずプライズポイントが得られない。このEロイスはあなたがシーンに登場していなくても使用できる。,,,LM,LM-破壊の連鎖,,1,5
PE-砕け散る蒼穹,PE,シナリオクラフト専用,砕け散る蒼穹,クタケチルソウキュウ,常時,—,自動成功,効果参照,効果参照,破壊,究極の破壊とは何だろう。それは、自己以外のまったき否定に他ならない。他者、都市、それどころか認識できる世界のすべて。ダークマターさえ残らぬ完全な無こそ、あなたが欲する究極の破壊だ。あなたが破壊を求め、それによって万物を破壊する力を備えていることを表わすEロイス。,シナリオクラフトプレイにおいて、あなたがエンディングフェイズまで生存していた場合、そのステージは消滅する。詳細はGMが決定すること。また、その強固な破壊衝動によって、あなたが行なう攻撃のダメージに常に+1Dする。,,,LM,LM-砕け散る蒼穹,,1,5
PE-サディズム幻想,PE,シナリオクラフト専用,サディズム幻想,サティスムケンソウ,常時,—,自動成功,効果参照,効果参照,加虐,戦いを通して人はわかり合える、とわけしり顔に言う者がいる。そんなものは幻想だ。加虐を通して伝えられるのはただ、悪意と苦痛でしかない。だがそれであなたには十分だ。あなたが伝えたいこと、わからせたいことはそれしかないのだから。あなたの加虐衝動が他者に伝染することを表わすEロイス。,シナリオクラフトプレイにおいて白兵攻撃もしくは射撃攻撃を行なったすべてのキャラクターは、そのたびに侵蝕率を1点上昇させる。ただし、この効果は1シーンに1回しか適用されない。この効果によって、非オーヴァードがオーヴァードに覚醒することもありえる。詳しくはGMが決定せよ。,,,LM,LM-サディズム幻想,,1,6
PE-血飛沫の結末,PE,シナリオクラフト専用,血飛沫の結末,チシフキノケツマツ,オートアクション,—,自動成功,効果参照,効果参照,加虐,あなたが恐怖と加虐によって、直接的、あるいは間接的に人々を操っていることを表わすEロイス。あなたの際限のない加虐は人々を恐怖させ、その恐怖こそが平穏を乱す力となるのだ。そして恐怖に突き動かされた人々がさらなる暴力によって血飛沫を上げる時、あなたの心は悦楽に満たされる。,シナリオクラフトプレイにおいて、イベントチャートを振った直後に使用する。そのチャートの効果に加えて、エネミーチャートを振り、戦闘を発生させる。もともとエネミーチャートを振るように指示されていた場合、エネミーチャートを2回振って両方の効果を適用する。この効果で登場したエネミーが行なう攻撃のダメージに+1Dする。このEロイスはあなたがシーンに登場していなくても使用できる。,,,LM,LM-血飛沫の結末,,1,6
PE-おぞましき認識,PE,シナリオクラフト専用,おぞましき認識,オソマシキニンシキ,オートアクション,—,自動成功,効果参照,効果参照,嫌悪,あなたは世界のすべてを嫌悪している。他の人にとって何でもない微笑ましい日常や日々の語らい、それどころかあなたの部下がUGNを襲撃するその作戦すら、本質的には嫌悪の対象なのだ。その嫌悪が識域下のエフェクトや未知の作用となって、世界を悪い方向へと導くことを表わすEロイス。,シナリオクラフトプレイにおいて、イベントチャートを決定した後に使用する。そのイベントの内容はそのままに、トラップイベントだったことにすることができる。この効果によって発生したトラップの解除難易度は+1Dされる。このダイスはあなたが振ること。このEロイスはあなたがシーンに登場していなくても使用できる。,,,LM,LM-おぞましき認識,,1,7
PE-万物嫌悪,PE,シナリオクラフト専用,万物嫌悪,ハンフツケンオ,オートアクション,—,自動成功,効果参照,効果参照,嫌悪,あなたの他者を嫌悪する感情が、そのまま世界に広がっていき、さらなる不和の種を蒔くことを表わすEロイス。嫌悪された者はその不快感を無意識に他人にまき散らし、他人の小さな行動をまた嫌悪する。そしてその連鎖の醜さを見て、あなたはやはり人間というのは好意を抱くに値しないのだと考える。,シナリオクラフトプレイにおいて、イベントチャートを振る直前に使用する。そのイベントを、[ヒロインがシーンプレイヤーに嫌悪感をあらわにする]に変更する。これはトラップとして扱い、解除難易度は+1Dされる。具体的なイベントの内容そのものは、一般的なシリオクラフトのイベント同様にGMとプレイヤーが話し合って決定すること。このEロイスはあなたがシーンに登場していなくても使用できる。,,,LM,LM-万物嫌悪,,1,7
PE-永劫闘争,PE,シナリオクラフト専用,永劫闘争,エイコウトウソウ,セットアッププロセス,—,自動成功,効果参照,効果参照,闘争,戦いとは、あなたにとって永遠に続くべきものである。開戦とか休戦とかいうものは、その戦いの中の準備期間に過ぎず、大きなレベルで見れば永劫の闘争の一局面に過ぎない。あなたの闘争本能が伝播し、PCに敵意を燃やす者が増えることを表わすEロイス。,シナリオクラフトプレイ中のセットアッププロセスに使用する。そのシーン中、クリンナッププロセスのたびにGMはエネミーチャートをROCし、指定されたエネミーがPCの敵対者として登場する。登場の理由は通常のシナリオクラフトプレイ同様、GMとプレイヤーが話し合って決定すること。このEロイスはあなたがシーンに登場していなくても使用できる。,,,LM,LM-永劫闘争,,1,8
PE-奈落の修羅,PE,シナリオクラフト専用,奈落の修羅,ナラクノシュラ,オートアクション,—,自動成功,自身,至近,闘争,あなたが闘争のことだけを考え、それだけを心に念じることによって、戦場に特化した能力を得たことを表わすEロイス。あなたは闘争そのものが具現化したいわば修羅であり、そしてそのことに何ら疑問を抱かない。,シナリオクラフトプレイにおけるクライマックスフェイズの開始時に使用する。あなたは、《ありえざる存在》、《傲慢な理想》、《さらなる絶望》、《殺戒現出》、《修羅の世界》のうちからひとつを選択して使用できるようになる。追加されたEロイスは経験点の計算に通常のEロイスとして加算される。,,,LM,LM-奈落の修羅,上級-ありえざる存在 上級-傲慢な理想 上級-さらなる絶望 上級-殺戒現出 上級-修羅の世界,1,8
PE-歪んだ理想,PE,シナリオクラフト専用,歪んだ理想,ユカンタリソウ,オートアクション,—,自動成功,効果参照,効果参照,妄想,あなたの歪んだ理想が世界そのものを狂わせ、人々の考えにさえ作用することを表わすEロイス。あなたの妄想はあまりにも確固としたものであるため、やがて人々の本来の自我さえ歪めていく。,シナリオクラフトプレイにおいて、ハプニングチャートを振った直後に使用する。チャートの効果に加え、生存しているすべてのプレサージの「夢と理想」を新たにROCする。これは演出的には、あなた(BOSS)の影響によって人格が少しずつ変化していることを表わすが、GMとプレイヤーの合意が得られたなら、それ以外の演出を行なってもよい。もちろんROCであるから、変化させないことを選択してもよい。このEロイスはあなたがシーンに登場していなくても使用できる。,,,LM,LM-歪んだ理想,,1,9
PE-本質的虛構,PE,シナリオクラフト専用,本質的虛構,ホンシツテキキョウ,オートアクション,—,自動成功,効果参照,効果参照,妄想,あなたの妄想が他者に伝染することを表わすEロイス。それはもしかしたら世界というものの、一面の皮肉を切り取ったものなのかもしれないが、同じ妄想を共有できないものにとっては悪夢に他ならない。,シナリオクラフトプレイにおいてイベントチャートを振る直前に使用する。そのイベントの内容を[シーンプレイヤーが悪夢を見る]に変更する。悪夢の内容は、デウスエキス・マキナチャートをROCして決定すること。これはトラップとして扱い、解除難易度は+1Dされる。このEロイスはあなたがシーンに登場していなくても使用できる。,,,LM,LM-本質的虛構,,1,9
PE-聖痕陶醉,PE,シナリオクラフト専用,聖痕陶醉,セイコントウスイ,オートアクション,—,自動成功,効果参照,効果参照,自傷,あなたが傷つくたび、あなたはみずからの痛みに陶酔する。そのことがあなたをさらに強くするEロイス。あなたが人を傷つけるのは、自分を傷つけて欲しいからだ。あなたはそうすることでしか他人とふれあえない。,シナリオクラフトプレイにおいて、あなたがHPダメージを受けた回数と同じだけ、あなたはあらゆる判定にダイスボーナスを得る(最大10個)。GMが認めるならば、あなたがミドルフェイズで受けたケガや病気などを、HPダメージを受けた回数に数えてもよい。,,,LM,LM-聖痕陶醉,,1,10
PE-死神のいざない,PE,シナリオクラフト専用,死神のいざない,シニカミノイサナイ,オートアクション,—,自動成功,効果参照,効果参照,自傷,死。それはあなたにとって甘美な眠りのようなものだ。オーヴァードであるがゆえになまじなことで死ぬことができないあなたは、強く死に引きつけられている。そして、その安らぎに憧れるあなたの心が脆弱な只人の心を引き裂くことを表わすEロイス。,シナリオクラフトプレイにおいて、イベントチャートを振る直前に使用する。そのイベントを、[ヒロインが衝動的に自殺を試みる]に変更する。これはトラップとして扱い、解除難易度は+1D10される。具体的なイベントの内容そのものは、一般的なシナリオクラフトのイベント同様にGMとプレイヤーが話し合って決定すること。判定に失敗した場合ヒロインがどうなるかはGMが決定せよ。このEロイスはあなたがシーンに登場していなくても使用できる。,,,LM,LM-死神のいざない,,1,10
PE-未知なる姿,PE,シナリオクラフト専用,未知なる姿,ミチナルスカタ,オートアクション,—,自動成功,効果参照,効果参照,恐怖,あなたが他者を恐怖するがゆえに、みずからの肉体や精神、時には記憶さえもレネゲイドによって変貌させることができるようになったことを表わすEロイス。あなたは自身の身体的特徴や性別、記憶、価値観などを変化させることができる。動物や植物になってもよいが、データ的な差異はないものとする。,シナリオクラフトプレイにおいて使用した場合、トリガーイベントで明かされるあなたの正体が、それまでの姿と違っても構わないものとする。実は登場していた複数のNPCがすべてあなただった、としてもよい。また、プレサージチャートを新しく振って、本当のあなたの外見や内面を決定し直しても構わない。最終的にはGMが決定せよ。,,,LM,LM-未知なる姿,,1,11
PE-宇宙的恐怖,PE,シナリオクラフト専用,宇宙的恐怖,ウチュウテキキョウフ,オートアクション,—,自動成功,効果参照,効果参照,恐怖,あなたの抱く世界への際限なき恐怖が幻像として世界に投影され、人々に目撃されることでさらなる恐怖をまき散らすことを表わすEロイス。,シナリオクラフトプレイにおいて、イベントチャートを振る直前に使用する。そのイベントを、[宇宙的恐怖の幻影が出現する]に変更する。これはトラップとして扱い、解除難易度は+1D10される。具体的なイベントの内容そのものは、一般的なシナリオクラフトのイベント同様にGMとプレイヤーが話し合って決定すること。このEロイスはあなたがシーンに登場していなくても使用できる。,,,LM,LM-宇宙的恐怖,,1,11
PE-憎しみの連鎖,PE,シナリオクラフト専用,憎しみの連鎖,ニクシミノレンサ,常時,—,自動成功,自身,至近,憎悪,あなたの抱く怒りと憎悪が伝染し、必要のない復讐や、闇雲な戦線拡大を巻き起こすことを表わすEロイス。あなたの我欲によって始まった戦いは、やがてあなたの周囲を巻き込み、悲しみと憎しみばかりを広げていく。,シナリオクラフトプレイのクライマックスフェイズにおいて、あなたと同一エンゲージにジャーム:クラスター(『ルール2』P264)を[エネミーチャートをROCした回数]だけ出現する。出現するエネミーをGMの判断で変更してもよい。,,,LM,LM-憎しみの連鎖,,1,12
PE-黒き業炎,PE,シナリオクラフト専用,黒き業炎,クロキコウエン,オートアクション,—,自動成功,効果参照,効果参照,憎悪,あなたの持つ妄執と憎悪の連鎖が、巡り巡って他者をもその憎悪に巻き込むことを表わすEロイス。憎悪の業炎はあなたを焼き尽くすばかりでなく、他人をもその贄にせずにはおかない。,シナリオクラフトプレイにおいて、イベントチャートを振る直前に使用する。そのイベントを、[NPCが憎悪によってPCに刃を向ける]に変更する。これはトラップとして扱い、解除難易度は+1D10される。登場するNPCはプレサージから選択してもよいし、NPCチャートやランダムNPCチャートを参照してもよい。このEロイスはあなたが登場していなくても使用できる。,,,LM,LM-黒き業炎,,1,12
LM-悪意の伝染,LM,一般,悪意の伝染,アクイノテンセン,オートアクション,—,自動成功,シーン,視界,—,あなたの抱く悪意や絶望、悲惨な記憶などを世界に投影するEロイス。そこはあなたによって現出した凄惨な光景に埋め尽くされ、並みの精神の持ち主では近寄ることすらおぼつかない。たとえ無理に耐えようとしても、その狂気に取り込まれ、遠からずジャームと成り果てるだろう。,いつでも使用できる。このEロイスが使用されると、以降そのシーンには誰も登場できなくなる。GMは望めば特定のキャラクターのみ登場可能としてもよく、また特定の条件を満たせばこの効果が解除できるとしてもよい。,,,,上級-悪意の伝染,,0,0
LM-悪夢の鏡像,LM,一般,悪夢の鏡像,アクムノキョウソウ,常時,—,自動成功,自身,至近,—,あなたがオリジナルから分離した分身であることを表わすEロイス。それは肉体の一部から分化したものであったり、精神が分裂した存在であったりとさまざまだ。あるいは、どちらが本体で分身なのか、もはやわからないのかもしれない。,このEロイスを持っているジャームは、誰かの分身となる。オリジナルと同じ外見を持っていても構わないし、違う外見となってもよい。シンドロームやエフェクトなどといったデータは自由に設定してよいが、オリジナルが持っていないデータを持つことはできない。このEロイスを持っているキャラクタ一は、他のEロイスを取得、使用できない。,,,,上級-悪夢の鏡像,LM-変異する悪夢,0,0
LM-ありえざる存在,LM,一般,ありえざる存在,アリエサルソンサイ,常時,—,自動成功,自身,至近,—,肥大化したエゴが、世界の理を超えてさらなる力をあなたに与えたことを表わすEロイス。それは本来なら発現しようはずのない規格外の力である。だが、通常のレネゲイドの常識は、あなたの前では意味をなさない。なぜならあなたは、既存の世界を悪意によって壊す存在に他ならないからだ。,取得時に、あなたが所持していないシンドロームから「制限:—」のエフェクトひとつを指定する。あなたは指定したエフェクトを任意のレベルで取得する。ただし、エフェクトに記載されている最大レベルを超えて取得することはできない。このEロイスを複数取得した場合、別々のエフェクトを指定できる。,,,,上級-ありえざる存在,LM-奈落の修羅,0,0
LM-傲慢な理想,LM,一般,傲慢な理想,コウマンナリソウ,オートアクション,—,自動成功,自身,至近,—,あなたが傲慢で身勝手な理想を肥大化させたジャームであることを表わすEロイス。その歪んだ理想を実現するために、あなたの力は際限なく膨れあがり、最終的には世界のすべてを塗り替えてしまうだろう。,他のEロイスと同時に使用する。その効果の対象を、範囲(選択)に変更する。ただし、「対象:自身」のものには使用できない。一度に複数回使用した場合、2回なら対象をシーン(選択)に、3回ならシーンの外も含む任意の大きさに拡大できる。ステージすべて、国すべてなど、どの程度の範囲に効果をおよぼすのかはGMが決定すること。,,,,上級-傲慢な理想,LM-奈落の修羅,0,0
LM-孤独の叫び,LM,一般,孤独の叫び,コトクノサケヒ,オートアクション,—,自動成功,単体,視界,—,あなたが常に、身も凍る孤独感に責め苛まれているジャームであることを表わすEロイス。ゆえに、あなたは自身の存在を他者に知らしめ、たとえ無理矢理にでもその心に刻みつけずにはいられない。それこそがあなたの歪んだ存在証明なのだ。,いつでも使用できる。対象はあなたに対するロイスを即座に取得する。この時、感情の内容をGMが任意に指定してもよい。対象が新たにロイスを取得できない場合は効果がない。ただし、このEロイスの使用を宣言されてから、対象が新たなロイスを取得してロイス枠を埋めることはできないものとする。,,,,上級-孤独の叫び,,0,0
LM-さらなる絶望,LM,一般,さらなる絶望,サラナルセツホウ,イニシアチブプロセス,—,自動成功,自身,至近,—,いずこからともなく、さらなる戦力をその場に出現させるEロイス。あなたが内に抱える殺意が形をとってあふれ出すのか、それともあなたの狂気が他のジャームを呼び寄せるのか、いずれにしてもその光景は、あなたに敵対する者にとって新たなる絶望となるだろう。,シーン内の任意の場所に、任意のエネミーを1体、未行動で登場させる。エネミーのデータはGMが決定すること。,,,,上級-さらなる絶望,LM-永劫の奴隷 LM-奈落の修羅,0,0
LM-囚人の鳥籠,LM,一般,囚人の鳥籠,シュウシンノトリカコ,オートアクション,—,自動成功,単体,視界,—,望む対象を連れ去り、どこへも逃がさぬよう監禁するEロイス。あなたの不滅の執着心は形となり、お気に入りの人間を絶対の檻の中に捕らえる。捕らわれた相手は、自分の意志でその場を出ることはできなくなり、ただあなたの傍に控えるようになるのだ。,いつでも使用できる。シーン内に登場している任意のキャラクターひとりを選択し、そのキャラクターを連れ去り退場させることができる。連れ去られたキャラクターは以降、あなたが望むシーン以外には登場を行なうことができなくなり、また会いに行くこともできなくなる。GMは任意に、特定の情報を入手する、Eロイスを使用したジャームを倒すことなどの、この効果を解除する方法を設定することができる。また、この効果の対象にPCを選択することはできない。,,,,,,0,0
LM-衝動侵蝕,LM,一般,衝動侵蝕,ショウトウシンショク,オートアクション,—,自動成功,シーン(選択),視界,—,あなたが内に抱え込む、抑えきれないほどの狂気が、ワーディングを通して周囲に伝染することを表わすEロイス。あなたが足を運ぶところ、人々は正気を失い、凶暴な衝動の赴くままに行動するだろう。あなたは人の形をした災厄そのものだ。,取得時に、任意の衝動ひとつを選択すること。このEロイスを使用することで、対象に衝動判定をさせることができる。この判定に失敗した場合、対象が持つ衝動ではなく、Eロイス取得時に選択した衝動が発生する。その結果どのようなことが起きるかはGMが決定すること。,,,,上級-衝動侵蝕,,0,0
LM-堕落の誘い,LM,一般,堕落の誘い,タラクノイサナイ,オートアクション,—,自動成功,シーン(選択),視界,—,深い絶望と虚無に染まった思念の力によって、周囲のレネゲイドを異常活性化させるEロイス。もう戻れないというあなたの諦念が、人々を巻き添えに崩壊を加速させるのだ。,衝動判定が行なわれる直前に使用する。その衝動判定に失敗したキャラクターは、侵蝕率が99%以下の場合、即座に100%となる。衝動判定による侵蝕率の上昇はその後に行なうこと。これにより、非オーヴァードがオーヴァードに覚醒したり、エキストラが即座にジャーム化するとしてもよい。このEロイスはバックトラックと経験点の計算の際、ひとつにつき2個分のEロイスとして計算する。,,,,上級-堕落の誘い,,0,0
LM-不滅の妄執,LM,一般,不滅の妄執,フメツノモウシュウ,常時,—,自動成功,自身,至近,—,あなたが一度死に、強大なジャームとして蘇ったことを表わすEロイス。あなたにはそうまでしてでも果たさねばならない執着や願いが存在する。その理由を暴き、あなたを現世につなぎ止める妄執を断ち切らぬ限り、あなたが真の死を迎えることはない。,あなたが戦闘不能になった、もしくは死亡した際に自動的に効果を発揮する。戦闘不能、死亡を回復する。この時、シーンから退場してもよい。GMは任意にこのEロイスの効果を解除する条件を設定すること。その条件がクリアされた場合、以後このEロイスは効果を発揮しない。必ず特定の場所で復活する、回復までに時間がかかるなど、効果に関する条件を追加で設定してもよい。,,,,上級-不滅の妄執,,0,0
LM-唯我独尊,LM,一般,唯我独尊,ユイカトクソン,オートアクション,—,自動成功,自身,至近,—,傲慢極まる自信や、醜悪なまでのプライドを備えたジャームであることを表わすEロイス。自分には不可能などないという強固な信念が、時空の法則すらも歪め、さらなる悪意を現出させるのだ。,「タイミング:セットアッププロセス」または「タイミング:マイナーアクション」のエフェクトまたはEロイスを使用した直後に使用する。あなたはそのタイミングに使用するエフェクトまたはEロイスを、さらにもう1回使用できる。,,,,上級-唯我独尊,,0,0
LM-歪んだ囁き,LM,一般,歪んだ囁き,ユカンタササヤキ,オートアクション,—,自動成功,単体,視界,—,誤解や妄想を植えつけることで、他者の感情を思うがままに操り、ねじ曲げるEロイス。ジャームとなったあなたの歪んだ精神は、人々への嫉妬と悪意に満ちている。その力をもって人間の関係性を破壊し、それによって生まれる悲劇をあざ笑うことこそがあなたの望みなのだ。,いつでも使用できる。対象が取得しているロイスひとつの感情を、あなたの任意に書き換える。どちらの感情が表に出ているかも指定してよい。対象は即座に感情を書き換えること。感情を変化した結果、どのような影響が出るのかはGMが任意に決定してよい。なお、GMが任意に設定した条件をクリアすれば、再び感情を対象が再設定し直してもよいものとする。,,,,上級-歪んだ囁き,,0,0
LM-予告された終焉,LM,一般,予告された終焉,ヨクサレタシュウエン,オートアクション,—,自動成功,単体,視界,—,あなたが撃ち込んだ滅びの因子や、絶対的な運命などによって対象を逃れ得ぬ死が襲うEロイス。あなたは滅びの体現者であり、その死の宣告に誤りはない。あなたはみずからの手で破滅をもたらすのかもしれないし、運命にさえ干渉して対象を殺すことができるのかもしれない。,いつでも使用できる。対象はエンディングフェイズになった際に必ず死亡する。体内に埋め込まれた病魔に倒れる、どこからともなく銃弾が飛んでくる、どこにいようとも事故が起きるなど演出はGMが決定すること。この効果は《予告された終焉》を使用したジャームを倒すことで解除できる。GMは任意に別の解除方法を設定してもよい。,,,,,,0,0
LM-混迷の謀略,LM,シナリオクラフト専用,混迷の謀略,コンメイノホウリャク,オートアクション,—,自動成功,シーン,至近,—,シナリオクラフトによって発生する事象が、あなたの謀略の一端であることを表わすEロイス。あなたの執念、エゴによって歪められた事象は解析困難で、あなたの尻尾をなかなか掴ませない。,シナリオクラフトプレイにおける、情報収集またはトラップ判定の直前に使用する。その難易度を+1D10する。さらに、PCの全員がその判定に失敗した場合、次のシーンでは必ずサプライズチャートを振らねばならないものとする。このEロイスはあなたがシーンに登場していなくても使用できる。,,,,PE-混迷の謀略,,1,0
LM-ファイトクラブ,LM,シナリオクラフト専用,ファイトクラブ,ファイトクラフ,常時,—,自動成功,自身,至近,—,あなたの自我がふたつ、あるいはそれ以上にわかれていることを表わすEロイス。あなたの表層は天使のように清らかだが、内面は闘争を好む修羅なのである。ただ、あなたはあなたの本質から目を背けているだけだ。,あなたは、人格の一部だけがジャーム化している特殊なジャームである。表層に現われているあなたは正常な人間関係を結び、ロイスを持つことができる。ルール的には、表層と内面はそれぞれ同時に登場できない別のNPCとして扱うこと。内面に相当する“あなた”が死亡した場合表層がどうなるのかについてはGMが決定せよ。何らかの手段によって分離できるとしてもよい。アドヴェントを発生させずにクライマックスに到達し、内面を倒せれば分離できるとするとよいだろう。,,,,PE-ファイトクラブ,,1,0
LM-無限を継ぐ者,LM,一般,無限を継ぐ者,ムケンヲツクモノ,メジャーアクション,—,効果参照,単体,視界,—,あなたが、自身の意識と記憶の保存に執着していることを表わすEロイス。あなたは死を恐れており、他者の肉体を新たな器として乗り換えることで、永遠に存在し続けようとしている。,このEロイスの使用後、GMが設定した特定の条件が満たされると、あなたの人格は対象のキャラクターの肉体へと転移する。対象となったキャラクターの人格は基本的に消滅するが、部分的に残る、融合して一体化するなどとしてもよい。なお、効果が発揮されるための条件には、「対象のキャラクターがロイスをすべて失う」「膨大な数の人命を消費する」「特定の日時・場所において魔術儀式を行なう」「賢者の石を用いて人格転移装置を起動させる」などといった、いずれも難易度の高い手順を踏むものでなくてはならない。,,,,,,0,0
LM-尽きせぬカ,LM,一般,尽きせぬカ,ツキセヌチカラ,オートアクション,—,自動成功,単体,視界,—,使い果たしたはずの力を、ほとばしる狂気とケタ外れの欲望を原動力にして、再び使用可能にするEロイス。,いつでも使用できる。あなた、またはあなたの視界内に存在するジャームが取得しているEロイスの中からひとつを選択すること。未使用/使用済みのいずれであっても構わない。そのEロイスの使用可能回数が、ただちに1回増加する。このEロイスはエフェクト、アイテム、Dロイス、Eロイスを含むあらゆる効果によっても対象を単体以外に変えることはできない。,,,,,,0,0
LM-永劫の奴隷,LM,一般,永劫の奴隷,エイコウノトレイ,オートアクション,—,自動成功,効果参照,視界,—,あなたが操る手駒の心身を支配し、死ぬことすら許さずに使い潰すヒロイス。,このEロイスは、《さらなる絶望》と同時に使用する必要がある。あなたの《さらなる絶望》で登場したエネミーは、そのラウンドの間、HPが0になっても戦闘不能になることはなく、また、即座に戦闘不能にするようなエフェクトの影響を受けることもない。HPが0であっても通常どおり行動できるのだ。一度HPが0になったエネミーは、そのラウンドのクリンナッププロセスに死亡する。ただしクリンナッププロセスまでにHPを1以上に回復させている場合、死亡にも戦闘不能にもならない。,,,,,LM-さらなる絶望,0,0
LM-原初の恐怖,LM,一般,原初の恐怖,ケンショノキョウフ,オートアクション,—,自動成功,シーン(選択),視界,—,視界内のオーヴァードに覚醒したときの記憶を呼び起こさせ、精神的に多大な負荷をかけるEロイス。あなたは、人が心の奥底に秘めた忌まわしい記憶を切開し、摘出してさらけ出させることに喜びを感じる。,衝動判定の際に使用することで、その衝動判定で上昇する侵蝕率を通常の2D10から変更させることができる。各キャラクターは1Dを振り、その出目に、さらに各々の“覚醒”で決定した侵蝕値を加えた値が、上昇する侵蝕率の点数となる。たとえば、1Dの出目が6で、そのキャラクターの“覚醒”が“破壊(侵蝕値:16)”だった場合、6+16=22が上昇する侵蝕率の点数となる。,,,,,,0,0
LM-破滅の足音,LM,一般,破滅の足音,ハメツノアシオト,セットアッププロセス,—,自動成功,シーン(選択),視界,—,あなたの煮えたぎる妄執が、人を死へと導くほどに強烈であることを示すEロイス。あなたの狂気は、生命体を構成する体細胞すらも発狂させる。恒常性を失った肉体は、程なくして死に至る。,このEロイスが使用された場合、GMは1Dを振り、その出目に1を加えること。対象となったキャラクターは、このEロイスが使用されたラウンドから、先ほどのダイスロールの結果に等しいラウンド後のクリンナッププロセスに、自動的に戦闘不能となる(HPは0になる)。なお、決定されたラウンド数が経過するよりも先にあなたが一度でも戦闘不能になった場合、このEロイスの効果は解除される。,,,,,,0,0
LM-楔の呪い,LM,一般,楔の呪い,クサヒノノロイ,セットアッププロセス,—,自動成功,シーン(選択),視界,—,あなたにとって、心に抱いた“想い”は絶対であり、他者が“想い”を捨て去ることも認めないという歪んだ決意を表わすEロイス。その押しつけがましさ、傲慢さは、他者の心に楔のように深く突き刺さり、想いを昇華することを不可能にさせるだろう。,このEロイスが使用されたラウンドの間、対象はタイタスを「戦闘不能状態から回復する」以外の効果を受けるためにタイタスを昇華することはできない。このEロイスはバックトラックと経験点の計算の際、ひとつにつき2個分のEロイスとして計算する。,,,,,,0,0
