id,supplement,category,type,name,ruby,maxlv,maxlv_int,timing,skill,dfclty,target,rng,encroach,encroach_int,restrict,premise,flavor,effect,ref_weapon_id,ref_armor_id,ref_faq_id,ref_info_id,update,other_ver_id,rel_power_id,rel_weapon_id,rel_armor_id,rel_vehicle_id,rel_connection_id,rel_general_id,rel_dlois_id,type_restrict_order
基本2-奈落の法則,基本2,オルクス,一般,奈落の法則,ナラクノホウソク,3,3,セットアッププロセス,—,自動成功,範囲,至近,4,4,—,,領域を自身の因子で塗りつぶすエフェクト。,そのラウンドの間、対象が行なうあらゆる判定のクリティカル値を+1する。このエフェクトはあなた自身を対象にできず、1シナリオにLV回まで使用できる。,,,,,EA,EA-奈落の法則,,,,,,,,0
基本2-ナイトライダー,基本2,オルクス,一般,ナイトライダー,ナイトライター,5,5,メジャーアクション/リアクション,〈運転:〉,—,—,—,2,2,—,,ヴィークルに自身の因子を埋め込み、自在に操るエフェクト。,このエフェクトを組み合わせた判定のダイスを+LV個する。,,,,,EA,EA-ナイトライダー,,,,,,,,0
基本2-縛鎖の空間,基本2,オルクス,一般,縛鎖の空間,ハクサノクウカン,3,3,メジャーアクション,〈RC〉,対決,単体,視界,3,3,—,,領域内のあらゆる存在を利用し、対象を閉じ込めるエフェクト。,射撃攻撃を行なう。命中した場合、対象にバッドステータスの重圧と放心を与える。このエフェクトは1シナリオにLV回まで使用できる。,,,,,EA,EA-縛鎖の空間,,,,,,,,0
基本2-惑いの一撃,基本2,オルクス,一般,惑いの一撃,マトイノイチケキ,3,3,メジャーアクション,シンドローム,対決,—,—,3,3,—,,領域内の自然物を利用して、死角から攻撃を繰り出すエフェクト。,このエフェクトに対するドッジのダイスを−LV個する。,,,,,EA,EA-惑いの一撃,,,,,,,,0
基本2-緑の鞭,基本2,オルクス,一般,緑の鞭,ミトリノムチ,5,5,マイナーアクション,—,自動成功,自身,至近,2,2,—,,植物にみずからの因子を埋め込み、鞭を作り出すエフェクト。,そのシーンの間、あなたは以下のデータの武器を作成し、装備する。,基本2-緑の鞭,,,,EA IA,EA-緑の鞭 IA-緑の鞭,,,,,,,,0
基本2-歪みの領域,基本2,オルクス,一般,歪みの領域,ユカミノリョウイキ,3,3,オートアクション,—,自動成功,自身,至近,3,3,—,,領域を操作し、弾丸を模写して相手にぶつけるエフェクト。,あなたが射撃攻撃に対してガードを行なう際に宣言する。あなたを攻撃してきたキャラクターに[LV×5]点のHPダメージを与える。このエフェクトは1ラウンドに1回まで使用できる。,,,17,,EA,EA-歪みの領域,,,,,,,,0
基本2-妖精の手,基本2,オルクス,一般,妖精の手,ヨウセイノテ,3,3,オートアクション,—,自動成功,単体,視界,4,4,—,,対象の行動を助けるように、領域を変化させるエフェクト。,対象が判定のダイスを振った直後に使用する。対象の判定のダイス目のひとつを10に変更する。このエフェクトは対象が判定を行なっている最中にも使用できる。このエフェクトは1回の判定につき1回まで使用でき、1シナリオにLV回まで使用できる。,,,,,EA,EA-妖精の手,,,,,,,,0
基本2-隆起する大地,基本2,オルクス,一般,隆起する大地,リュウキスルタイチ,5,5,オートアクション,—,自動成功,範囲(選択),至近,2,2,—,,巨大な壁を作り出し、周囲の人間を護るエフェクト。,対象にHPダメージが適用される直前に使用する。対象が受ける(予定の)HPダメージを−[LV×4]する。このエフェクトは1ラウンドに1回まで使用できる。,,,,,EA,EA-隆起する大地,,,,,,,,0
基本2-領域調整,基本2,オルクス,一般,領域調整,リョウイキチョウセイ,3,3,メジャーアクション/リアクション,〈交渉〉,—,—,—,2,2,—,,領域内を調整して、自身の交渉を有利に進めるエフェクト。,このエフェクトを組み合わせた判定のダイスを+LV個する。,,,,,EA,EA-領域調整,,,,,,,,0
基本2-領域の声,基本2,オルクス,一般,領域の声,リョウイキノコエ,3,3,メジャーアクション,〈情報:〉,—,—,—,2,2,—,,領域内に因子を散布し、情報を検索するエフェクト。,このエフェクトを組み合わせた判定のダイスを+[LV+1]個する。,,,,,EA,EA-領域の声,,,,,,,,0
基本2-領域の盾,基本2,オルクス,一般,領域の盾,リョウイキノタテ,3,3,オートアクション,—,自動成功,単体,至近,4,4,—,,他人にかばわせるエフェクト。,ダメージロールの直前に使用する。対象はカバーリングを行なう。このカバーリングによって、対象は行動済みにならず、対象が行動済みでも使用できる。どうカバーリングを行なうかは、対象が決定する。効果に同意する対象にしか使用できない。このエフェクトは1シーンにLV回まで使用できる。,,,,,EA,EA-領域の盾,基本2-領域の守護者,,,,,,,0
基本2-領域の守護者,基本2,オルクス,一般,領域の守護者,リョウイキノシュコシャ,1,1,オートアクション,—,自動成功,自身,至近,2,2,—,,《領域の盾》を遠方にまで効果を及ぼすエフェクト。,あなたが《領域の盾》を使用する直前に宣言する。《領域の盾》の射程を視界に変更する。このエフェクトは1シーンに1回まで使用できる。,,,,,EA,EA-領域の守護者,基本2-領域の盾,,,,,,,0
基本2-オーバーロード,基本2,オルクス,一般,オーバーロード,オーハーロート,1,1,オートアクション,—,自動成功,自身,至近,3,3,80%,,武器に因子を埋め込み、性能の限界を突破させるエフェクト。,あなたが行なう攻撃の命中判定の直前に使用する。その攻撃に使用する武器ひとつの攻撃力を2倍にする。ただし、このエフェクトを使用したメインプロセス終了時に選択した武器は破壊される。,,,27,,EA,EA-オーバーロード,,,,,,,,1
基本2-力の法則,基本2,オルクス,一般,力の法則,チカラノホウソク,3,3,オートアクション,—,自動成功,単体,視界,4,4,100%,,領域内にいる存在の持つ“力”を増幅させるエフェクト。,対象が行なうダメージロールの直前に使用する。そのダメージを+[LV+1]Dする。このエフェクトはあなたを対象にできず、1ラウンドに1回まで使用できる。,,,,,EA,EA-力の法則,,,,,,,,2
基本2-復讐の領域,基本2,オルクス,一般,復讐の領域,フクシュウノリョウイキ,1,1,オートアクション,—,自動成功,単体,視界,4D10,40,120%,,傷をリンクさせるエフェクト。,あなたにHPダメージを適用した直後に使用する。そのHPダメージを与えたキャラクターを対象とする。対象はあなたが受けたHPダメージと同じだけ、HPダメージを受ける。あなたがカバーリングした場合、このエフェクトは使用できない。このエフェクトは1シーンに1回まで使用できる。,,,,,EA,EA-復讐の領域,,,,,,,,3
基本2-絶望の領域,基本2,オルクス,一般,絶望の領域,セツホウノリョウイキ,3,3,セットアッププロセス,—,自動成功,シーン(選択),視界,4,4,ピュアブリード,,領域内に因子をばらまき、絶対的に有利な状況を生むエフェクト。,そのラウンドの間、対象が行なうあらゆる判定のダイスに−3個する。このエフェクトは1シナリオにLV回まで使用できる。,,,,,EA,EA-絶望の領域,,,,,,,,5
基本2-機械の声,基本2,オルクス,イージー,機械の声,キカイノコエ,1,1,メジャーアクション,—,自動成功,効果参照,至近,—,0,—,,機械などに因子を埋め込んで、行動を自動的に行なわせるエフェクト。このエフェクトで行なわせる行動は、掃除機に部屋を掃除させる、車を目的地まで走らせるなどの簡単なことである。このエフェクトで可能なことの詳細はGMが決定すること。また、GMは必要と感じたなら、〈RC〉による判定を行なわせてもよい。,,,,,,EA,EA-機械の声,,,,,,,,50
基本2-地獄耳,基本2,オルクス,イージー,地獄耳,シコクミミ,1,1,メジャーアクション,—,自動成功,自身,至近,—,0,—,,領域を広範囲に拡大し、その中で起きているすべての出来事を見聞きするエフェクト。領域内で起きている物事の情報はすべてあなたの手の内に入ってくる。GMは必要と感じたなら、〈RC〉による判定を行なわせてもよい。,,,,,,EA,EA-地獄耳,,,,,,,,50
基本2-成長促進,基本2,オルクス,イージー,成長促進,セイチョウソクシン,1,1,メジャーアクション,—,自動成功,シーン(選択),視界,—,0,—,,領域内の植物に因子を埋め込み、成長させるエフェクト。どの程度まで成長させるかは、あなたが設定できる。GMは必要と感じたなら、〈RC〉による判定を行なわせてもよい。,,,,,,EA,EA-成長促進,,,,,,,,50
基本2-土くれの金貨,基本2,オルクス,イージー,土くれの金貨,ツチクレノキンカ,1,1,メジャーアクション,—,自動成功,効果参照,至近,—,0,—,,領域内の土や落ち葉などからアイテムの模造品を作り出すエフェクト。模造品は外見だけで、そのアイテムとしてのデータは一切持たない。GMは必要と感じたなら、〈RC〉による判定を行なわせてもよい。,,,,,,EA,EA-土くれの金貨,,,,,,,,50
基本2-テレキネシス,基本2,オルクス,イージー,テレキネシス,テレキネシス,1,1,メジャーアクション,—,自動成功,効果参照,視界,—,0,—,,領域内の道具に因子を埋め込み、移動させるエフェクト。シーンに登場している物品ひとつを選択する。選択した物品を、シーン内の任意の場所に移動させる。ただし、だれかが装備、あるいは所持しているアイテムは選択できない。GMは必要と感じたなら、〈RC〉による判定を行なわせてもよい。,,,,,,EA,EA-テレキネシス,,,,,,,,50
基本2-猫の道,基本2,オルクス,イージー,猫の道,ネコノミチ,1,1,メジャーアクション,—,自動成功,自身,至近,—,0,—,,領域を使用して、通常ではありえない方向や場所に道を作り、縦横無尽に領域内を移動する近道を形成するエフェクト。あなたはこのエフェクトを使うことで、誰も知らない近道を通ることができる。GMは必要と感じたなら、〈RC〉による判定を行なわせてもよい。,,,,,,EA,EA-猫の道,,,,,,,,50
基本2-不可視の領域,基本2,オルクス,イージー,不可視の領域,フカシノリョウイキ,10,10,メジャーアクション,—,自動成功,効果参照,至近,—,0,—,,特定の領域を隠蔽するエフェクト。隠蔽された領域は目に見えてはいても知覚はされない。あなたは最大で[LV×1000]平方メートルの場所を隠蔽できる。もし誰かが隠蔽している領域を見つけようとした場合、〈知覚〉同士による対決を行なうこと。,,,,,,EA,EA-不可視の領域,,,,,,,,50
基本2-エネルギーマイスター,基本2,サラマンダー,一般,エネルギーマイスター,エネルキーマイスター,5,5,メジャーアクション,シンドローム,対決,—,—,3,3,—,,対象の体温を急上昇、あるいは急低下させることによって、防御の上から生命力を削り取るエフェクト。,このエフェクトを組み合わせた攻撃に対して対象がガードを行なった場合、その対象はHPを[LV×3]点失う。,,,,,EA,EA-エネルギーマイスター,,,,,,,,0
基本2-氷の戒め,基本2,サラマンダー,一般,氷の戒め,コオリノイマシメ,3,3,メジャーアクション,〈RC〉,対決,—,視界,3,3,—,,氷の蔦を生み出し、それによって相手の手や足を地面などに固定し、動きを封じるエフェクト。,射撃攻撃を行なう。命中した場合、そのラウンドの間、対象が行なうあらゆる判定のダイスを−[LV+1]個する。,,,,,EA,EA-氷の戒め,,,,,,,,0
基本2-氷の回廊,基本2,サラマンダー,一般,氷の回廊,コオリノカイロウ,5,5,マイナーアクション,—,自動成功,自身,至近,2,2,—,,水蒸気を凍らせて氷の橋を生み出し、その上を滑るように移動するエフェクト。,飛行状態で戦闘移動を行なう。その際、移動距離を+[LV×2]mする。,,,,,EA,EA-氷の回廊,,,,,,,,0
基本2-氷の城塞,基本2,サラマンダー,一般,氷の城塞,コオリノショウサイ,3,3,セットアッププロセス,—,自動成功,自身,至近,3,3,—,,氷の壁を自身の周囲に作り出し、防御を固めるエフェクト。,そのラウンドの間、あなたの受けるあらゆるHPダメージを−[LV×3]する。ただし、あなたがこのラウンド中に戦闘移動、全力移動、離脱のいずれかを行なった場合、この効果は失われる。,,,,,EA,EA-氷の城塞,,,,,,,,0
基本2-灼熱の結界,基本2,サラマンダー,一般,灼熱の結界,シャクネツノケッカイ,5,5,オートアクション,—,自動成功,自身,至近,2,2,—,,あなたの周囲に灼熱の空間を作り出し、弾丸や矢などを飛来する前に焼き払うエフェクト。,あなたがガードを行なう際に宣言する。このガードの間、あなたのガード値を+[LV×2]する。,,,,,EA,EA-灼熱の結界,,,,,,,,0
基本2-灼熱の砦,基本2,サラマンダー,一般,灼熱の砦,シャクネツノトリテ,3,3,メジャーアクション,シンドローム,対決,—,—,3,3,—,,内にため込んだ熱を解放することで絶大な破壊をもたらすエフェクト。,このエフェクトを組み合わせた攻撃の攻撃力を+[LV×3]する。ただし、あなたがこのラウンド中に戦闘移動、全力移動、離脱のいずれかを行なっている場合、このエフェクトは使用できない。,,,,,EA,EA-灼熱の砦,,,,,,,,0
基本2-憎悪の炎,基本2,サラマンダー,一般,憎悪の炎,ソウオノホノオ,1,1,メジャーアクション,シンドローム,対決,—,—,2,2,—,,攻撃とともに相手の脳内温度を急上昇させ、相手から冷静な判断力を奪うエフェクト。,このエフェクトを組み合わせた攻撃で1点でもHPダメージを与えた場合、さらに対象に憎悪を与える。憎悪の対象はあなたとなる。,,,,,EA,EA-憎悪の炎,,,,,,,,0
基本2-白熱,基本2,サラマンダー,一般,白熱,ハクネツ,10,10,マイナーアクション,—,自動成功,自身,至近,3,3,—,,拳や足先などに温度を集中させ、局部的に超高熱を発生させるエフェクト。その輝きは白く、触れたものすべてを焼き尽くす。,そのシーンの間、あなたの素手のデータを以下のように変更する。,基本2-白熱,,,,EA IA,EA-白熱 IA-白熱,,基本1-素手,,,,,,0
基本2-火の檻,基本2,サラマンダー,一般,火の檻,ヒノオリ,1,1,マイナーアクション,—,自動成功,自身,至近,1,1,—,,自分の周囲に炎の輪を幾重にも展開し、相手の移動を阻害するエフェクト。,そのラウンドの間、あなたのいるエンゲージを封鎖する。この効果はあなたが任意に解除でき、また再び封鎖することができる。,,,,,EA,EA-火の檻,,,,,,,,0
基本2-氷盾,基本2,サラマンダー,一般,氷盾,ヒョウシュン,3,3,オートアクション,—,自動成功,自身,至近,3,3,—,,攻撃を受けると同時に氷の盾を作り出すエフェクト。盾は攻撃した武器そのものを含めて凍結し、その威力のほとんどを減衰する。,あなたがガードを行なう際に宣言する。このガードの間、あなたのガード値を+[LV×5]する。,,,,,EA,EA-氷盾,,,,,,,,0
基本2-氷神の悲しみ,基本2,サラマンダー,一般,氷神の悲しみ,ヒョウシンノカナシミ,3,3,メジャーアクション/リアクション,【感覚】,—,—,—,3,3,—,,みずからを凍りつかせるほどの冷気を全身にまとい、戦闘力を上昇させるエフェクト。,このエフェクトを組み合わせた判定のダイスを+[LV+1]個する。ただし、このエフェクトを使用したメインプロセスの終了時に、あなたはHPを3点失う。,,,,,EA,EA-氷神の悲しみ,,,,,,,,0
基本2-氷雪の守護,基本2,サラマンダー,一般,氷雪の守護,ヒョウセツノシュコ,3,3,オートアクション,—,自動成功,自身,至近,3,3,—,,自身の周囲に氷の壁を展開し、攻撃の威力を減衰させるエフェクト。,対象にHPダメージが適用される直前に使用する。あなたが受ける(予定の)ダメージを−(LV)D点する。このエフェクトは1ラウンドに1回まで使用できる。,,,,,EA,EA-氷雪の守護,IC-吹雪の守護,,,,,,,0
基本2-ブリザードブレス,基本2,サラマンダー,一般,ブリザードブレス,フリサートフレス,5,5,メジャーアクション,〈RC〉,対決,範囲(選択),視界,3,3,—,,極低温を生み出すことで、温度差による暴風と、低温による雹や吹雪を生み出し、そのふたつを同時にたたきつけるエフェクト。,「攻撃力:+LV」の射撃攻撃を行なう。このエフェクトを組み合わせた判定のダイスを−3個する。,,,,,EA,EA-ブリザードブレス,,,,,,,,0
基本2-フレイムリング,基本2,サラマンダー,一般,フレイムリング,フレイムリンク,5,5,マイナーアクション,—,自動成功,自身,至近,2,2,—,,投げて使用する炎の輪を作り出すエフェクト。,そのシーンの間、あなたは以下のデータの武器を作成し、装備する。,基本2-フレイムリング,,,,EA IA,EA-フレイムリング IA-フレイムリング,,,,,,,,0
基本2-ブレインコントロール,基本2,サラマンダー,一般,ブレインコントロール,フレインコントロール,3,3,マイナーアクション,—,自動成功,自身,至近,2,2,—,,脳内温度を調節し、より正確にレネゲイドを操作するエフェクト。,そのメインプロセスの間、あなたが行なうサラマンダーのエフェクトを組み合わせた攻撃に対するドッジのダイスを−[LV+1]個する。,,,,,EA,EA-ブレインコントロール,,,,,,,,0
基本2-炎の加護,基本2,サラマンダー,一般,炎の加護,ホノオノカコ,3,3,マイナーアクション,—,自動成功,自身,至近,2,2,—,,炎と同調し、自在に操るエフェクト。,そのメインプロセスの間、あなたが行なうサラマンダーのエフェクトを組み合わせた判定のダイスを+LV個する。,,,,,EA,EA-炎の加護,,,,,,,,0
基本2-炎の刃,基本2,サラマンダー,一般,炎の刃,ホノオノヤイハ,5,5,メジャーアクション,〈白兵〉〈射撃〉,対決,—,武器,2,2,—,,武器や弾丸を白熱させダメージを上昇させるエフェクト。超高温に達したその攻撃は、あらゆる対象をバターのように溶かし破壊する。,このエフェクトを組み合わせた攻撃の攻撃力を+[LV×2]する。,,,,,EA,EA-炎の刃,,,,,,,,0
基本2-融解,基本2,サラマンダー,一般,融解,ユウカイ,5,5,リアクション,〈回避〉,対決,自身,至近,2,2,—,,自分の周囲に熱気を展開し、相手の武器を溶かすエフェクト。,このエフェクトを組み合わせたドッジに失敗した場合、その攻撃であなたが受ける(予定の)HPダメージを−[LV×2]する。,,,,,EA,EA-融解,,,,,,,,0
基本2-揺るぎなき心,基本2,サラマンダー,一般,揺るぎなき心,ユルキナキココロ,5,5,マイナーアクション,—,自動成功,自身,至近,1,1,—,,温度によって身体機能を調節して、不利な状況を突破するエフェクト。戒めを焼き、病魔を凍らせ、あなたはふたたび立ち上がるのだ。,あなたが受けているバッドステータスを[LV+1]個回復する。ただし、バッドステータスの暴走は回復できない。,,,,,EA,EA-揺るぎなき心,,,,,,,,0
基本2-クロスバースト,基本2,サラマンダー,一般,クロスバースト,クロスハースト,3,3,メジャーアクション,シンドローム,対決,—,—,4,4,80%,,冷気と灼熱を同時に作り出し、そのふたつを融合させた力場によって攻撃するエフェクト。,このエフェクトを組み合わせて行なう攻撃の攻撃力を+[LV×4]する。ただし、このエフェクトを組み合わせた判定のダイスは−2個される。,,,,,EA,EA-クロスバースト,,,,,,IC-構造変質藥,,1
基本2-インフェルノ,基本2,サラマンダー,一般,インフェルノ,インフェルノ,1,1,メジャーアクション,シンドローム,対決,単体,—,4,4,100%,,地獄の業火のごとき炎で敵を焼き尽くすエフェクト。,このエフェクトを組み合わせた攻撃で対象に1点でもHPダメージを与えた場合、対象を行動済みにする。このエフェクトの対象は単体から変更できない。このエフェクトは1シーンに1回まで使用できる。,,,,,EA,EA-インフェルノ,,,,,,,,2
基本2-燃える魂,基本2,サラマンダー,一般,燃える魂,モエルタマシイ,3,3,オートアクション,—,自動成功,自身,至近,4D10,40,120%,,熱によって傷を癒すエフェクト。,あなたが戦闘不能となった時に使用する。あなたは戦闘不能を回復し、HPを[LV×10]まで回復する。このエフェクトは1シナリオに1回まで使用できる。,,,,,EA,EA-燃える魂,,,,,,,,3
基本2-閃熱の防壁,基本2,サラマンダー,一般,閃熱の防壁,センネツノホウヘキ,3,3,オートアクション,—,自動成功,単体,視界,4,4,ピュアブリード,,灼熱の壁を展開、防御するエフェクト。,対象にHPダメージが適用される直前に使用する。対象が受ける(予定の)ダメージを−[LV+2]D点する。このエフェクトはあなた自身を対象にできない。このエフェクトは1ラウンドに1回まで使用できる。,,,,,EA,EA-閃熱の防壁,,,,,,,,5
基本2-温度調節,基本2,サラマンダー,イージー,温度調節,オントチョウセツ,1,1,メジャーアクション,—,自動成功,自身,至近,—,0,—,,料理や陶芸、鍛冶などの温度の調節が決め手となる作業を、絶妙な温度管理によって素晴らしい出来映えに仕上げるエフェクト。あなたの熱の管理技術は達人の域にある。GMは必要と感じたなら、〈知覚〉による判定を行なわせてもよい。,,,,,,EA,EA-温度調節,,,,,,,,50
基本2-快適室温,基本2,サラマンダー,イージー,快適室温,カイテキシツオン,1,1,メジャーアクション,—,自動成功,効果参照,至近,—,0,—,,一定の空間の温度を絶妙にコントロールすることで、そこで過ごす者にとって最も快適な温度をもたらすエフェクト。シーン内の気温をあなたが快適だと思う温度に調節できる。シーンの一部だけを変更してもよい。快適な温度は人に健康と平穏、日々の生活への活気と長寿をもたらす。,,,,,,EA,EA-快適室温,,,,,,,,50
基本2-氷の理,基本2,サラマンダー,イージー,氷の理,コオリノコトワリ,1,1,メジャーアクション,—,自動成功,効果参照,至近,—,0,—,,温度を極低温に低下させることで、手を触れた物体を冷やすエフェクト。ただし、この効果でダメージを与えることはできない。GMは必要と感じたなら、〈RC〉による判定を行なわせてもよい。,,,,,,EA,EA-氷の理,,,,,,,,50
基本2-凍結保存,基本2,サラマンダー,イージー,凍結保存,トウケツホソン,1,1,メジャーアクション,—,自動成功,単体,至近,—,0,—,,人体を凍結させるエフェクト。対象の老化や腐敗、病傷の進行を停止させる。このエフェクトは戦闘不能、または死亡しているキャラクターか、自身にしか使用できない。この効果はあなたの任意のタイミングで解除できる。,,,,,,EA,EA-凍結保存,,,,,,,,50
基本2-熱感知知覚,基本2,サラマンダー,イージー,熱感知知覚,ネツカンチチカク,1,1,メジャーアクション,—,自動成功,自身,至近,—,0,—,,熱を視覚として知覚するエフェクト。あなたは暗闇でも熱でものを見ることができ、残熱を追って熱を持つ対象を追いかけることができる。また、体温の変化から人の感情や体調の変化を読み取ることもできるだろう。GMは必要と感じたなら、〈知覚〉による判定を行なわせてもよい。,,,,,,EA,EA-熱感知知覚,,,,,,,,50
基本2-不燃体,基本2,サラマンダー,イージー,不燃体,フネンタイ,1,1,常時,—,自動成功,自身,至近,—,0,—,,熱に強いことをあらわすエフェクト。あなたは、通常の炎や寒さからダメージを受けない。この効果はエフェクトによる攻撃には効果を持たない。,,,,,,EA,EA-不燃体,,,,,,,,50
基本2-炎の理,基本2,サラマンダー,イージー,炎の理,ホノオノコトワリ,1,1,メジャーアクション,—,自動成功,効果参照,至近,—,0,—,,炎を作り出すエフェクト。ただし、この効果でダメージを与えることはできない。GMは必要と感じたなら、〈RC〉による判定を行なわせてもよい。,,,,,,EA,EA-炎の理,,,,,,,,50
基本2-アクセル,基本2,ソラリス,一般,アクセル,アクセル,5,5,セットアッププロセス,—,自動成功,単体,視界,1,1,—,,運動能力を増強する物質を生成し投与することで、対象の反射速度を限界まで加速させるエフェクト。,そのラウンドの間、対象の【行動値】を+[LV×2]する。,,,,,EA,EA-アクセル,,,,,,,,0
基本2-アドレナリン,基本2,ソラリス,一般,アドレナリン,アトレナリン,3,3,メジャーアクション/リアクション,【肉体】,—,—,—,3,3,—,,脳内麻薬を生成し、限界を超えた運動能力を得るエフェクト。,このエフェクトを組み合わせた判定のダイスを+[LV+1]個する。ただし、このエフェクトを使用したメインプロセスの終了時に、あなたはHPを3点失う。,,,,,EA,EA-アドレナリン,,,,,,,,0
基本2-戦乙女の導き,基本2,ソラリス,一般,戦乙女の導き,イクサオトメノミチヒキ,3,3,メジャーアクション,〈RC〉,自動成功,単体,至近,2,2,—,,興奮物質を生成し、散布することで対象の能力を高めるエフェクト。,対象が次に行なうメジャーアクションのダイスを+LV個する。そのメジャーアクションが攻撃の場合、その攻撃力を+5する。,,,33,,EA,EA-戦乙女の導き,,,,,,,,0
基本2-痛みの水,基本2,ソラリス,一般,痛みの水,イタミノミス,5,5,メジャーアクション,〈射撃〉,対決,単体,視界,2,2,—,,強酸性の物質を生成し、対象に射出することで、ダメージと共に対象の動きを妨害するエフェクト。,「攻撃力:+LV」の射撃攻撃を行なう。このエフェクトを組み合わせた攻撃で、対象に1点でもHPダメージを与えた場合、さらに対象にバッドステータスの放心を与える。,,,23,,EA,EA-痛みの水,,,,,,,,0
基本2-命の盾,基本2,ソラリス,一般,命の盾,イノチノタテ,1,1,リアクション,〈交渉〉,対決,自身,至近,3,3,—,,特殊なフェロモンを生成、発散することで虫やネズミなどを大量に呼び寄せ、それを盾にして攻撃を避けるエフェクト。,このエフェクトを組み合わせた判定で、あなたはドッジを行なえる。,,,,,EA,EA-命の盾,基本2-群れの召喚,,,,,,,0
基本2-茨の輪,基本2,ソラリス,一般,茨の輪,イハラノワ,5,5,メジャーアクション,〈RC〉,対決,—,視界,2,2,—,,痛覚を刺激する毒物を生成し、塗布するエフェクト。,射撃攻撃を行なう。命中した場合、そのラウンドの間、対象が行なうあらゆる判定のダイスを−LV個する。,,,,,EA,EA-茨の輪,,,,,,,,0
基本2-完全抗体,基本2,ソラリス,一般,完全抗体,カンセンコウタイ,3,3,リアクション,効果参照,対決,自身,至近,2,2,—,,体内に様々な抗体を持つ、あるいは即座に抗体を生成することで毒物や薬物の効果を打ち消すエフェクト。,あらゆるリアクションの判定に組み合わせることができる。組み合わせた判定のダイスを+LV個する。ただし、アクション側が判定にエフェクトを使用していない場合、このエフェクトは使用できない。,,,,,EA,EA-完全抗体,,,,,,,,0
基本2-恐怖の一言,基本2,ソラリス,一般,恐怖の一言,キョウフノイチコン,5,5,メジャーアクション,〈交渉〉,対決,単体,至近,2,2,—,,恐怖を刺激する薬物を生成し、対象を後退させるエフェクト。,射撃攻撃を行なう。命中した場合、対象はエンゲージから[LV×2]m移動する。この移動では、離脱を行なえる。対象がどう移動するかはあなたが決定する。,,,,,EA,EA-恐怖の一言,,,,,,,,0
基本2-苦痛の矢,基本2,ソラリス,一般,苦痛の矢,クツウノヤ,5,5,マイナーアクション,—,自動成功,自身,至近,4,4,—,,苦痛を刺激する化学物質を作り出すエフェクト。,そのシーンの間、あなたは以下のデータの武器を作成し、装備する。,基本2-苦痛の矢,,,,EA IA,EA-苦痛の矢 IA-苦痛の矢,,,,,,,,0
基本2-タブレット,基本2,ソラリス,一般,タブレット,タフレット,3,3,オートアクション,—,自動成功,自身,至近,2,2,—,,生成した物質を、固体に変え、投げつけるエフェクト。,あなたがソラリスのエフェクトを使用する直前に使用する。そのエフェクトの射程を「射程:視界」に変更する。組み合わせて使用している場合は、そのすべてを変更する。このエフェクトは1シーンにLV回まで使用できる。,,,,,EA,EA-タブレット,,,,,,,,0
基本2-彫像の声,基本2,ソラリス,一般,彫像の声,チョウソウノコエ,3,3,メジャーアクション,〈交渉〉,対決,単体,視界,3,3,—,,運動神経を麻痺させる物質を生成し、発散するエフェクト。,射撃攻撃を行なう。命中した場合、そのシーンの間、対象の【行動値】を−[LV×2]する。この効果はマイナーアクションを使用することで解除できる。,,,,,EA,EA-彫像の声,,,,,,,,0
基本2-罪人の枷,基本2,ソラリス,一般,罪人の枷,ツミヒトノカセ,10,10,メジャーアクション,〈白兵〉〈射撃〉,対決,単体,武器,3,3,—,,強い粘着性を持った物質を生成し、武器に塗布することで対象の動きを制限するエフェクト。,このエフェクトを組み合わせた攻撃が命中した場合、そのラウンドの間、対象が行なうドッジの達成値を−[LV×2]する。,,,,,EA,EA-罪人の枷,,,,,,,,0
基本2-止まらずの舌,基本2,ソラリス,一般,止まらずの舌,トマラスノシタ,3,3,メジャーアクション,〈RC〉,対決,単体,至近,3,3,—,,神経系に作用する自白剤を生成し、対象に真実を告白させるエフェクト。,対象の〈意志〉と対決を行なう。勝利すると、対象はあなたの行なう質問ひとつに答えなければならない。GMはこのエフェクトの使用を禁止してもよい。その場合、侵蝕値は上昇せず使用回数も減少しない。このエフェクトは1シナリオにLV回まで使用できる。,,,,,EA,EA-止まらずの舌,,,,,,,,0
基本2-破滅の言霊,基本2,ソラリス,一般,破滅の言霊,ハメツノコトタマ,1,1,メジャーアクション,〈交渉〉,対決,単体,至近,2,2,—,,気力を奪う薬物を生成し、対象の行動を萎えさせるエフェクト。,射撃攻撃を行なう。命中した場合、対象にバッドステータスの放心を与える。,,,,,EA,EA-破滅の言霊,,,,,,,,0
基本2-人形使い,基本2,ソラリス,一般,人形使い,ニンキョウツカイ,3,3,メジャーアクション,〈交渉〉,対決,単体,視界,5,5,—,,幻覚物質により、非オーヴァードの対象を自在に操るエフェクト。,このエフェクトはオーヴァードには効果を適用しない。対象の〈意志〉と対決を行なう。勝利すると、対象に命令をひとつ行なうことができる。それがどのようなものであれ、対象は可能な限り実行する。このエフェクトは1シナリオにLV回まで使用できる。,,,,,EA,EA-人形使い,,,,,,,,0
