id,supplement,category,name,ruby,type,procure,procure_int,stock,stock_int,exp,exp_int,rec,flavor,effect,price,rec_effect,ref_weapon_id,ref_faq_id,ref_info_id,update,other_ver_id,rel_power_id,rel_weapon_id,rel_armor_id,rel_vehicle_id,rel_connection_id,rel_general_id,rel_dlois_id,type_order,cost_order
HR-魔王の石板,HR,ユニークアイテム,魔王の石板,サタンスタフレット,一般,,,,,50,50,,特殊なレネゲイドウィルスに干渉し力を集める謎の石板。“デモンズシード”と呼ばれる端末を経由して、オーヴァードから力を奪う性質を持つ。,あなたが受けるダメージを常に[シーンに登場している“デモンズシード”を取得しているキャラクターの数×5]点軽減する。取得にはGMの許可が必要。,,,,,,IA,IA-魔王の石板,,,,,,HR-デモンズシード,,0,50
HR-幻灯鏡,HR,ユニークアイテム,幻灯鏡,ケントウキョウ,一般,,,,,50,50,,幻を映しだす鏡。遺産の力をわずかに再現することに成功した模造品。,「対象:範囲」または「対象:範囲(選択)」の攻撃の判定が行なわれる直前に使用する。その攻撃の対象を単体に変更する。対象はあらためて選択させること。ただし、もともとの攻撃の対象にあなたが含まれていなければ使用できない。1シナリオに1回まで使用できる。,,,,,,IA,IA-幻灯鏡,,,,,,,,0,50
HR-猟犬の前肢,HR,ユニークアイテム,猟犬の前肢,リョウケンノセンシ,一般,,,,,50,50,,死角から現われるという空想上の生物の前脚、という触れ込みの装飾品。空間を捻じ曲げ移動する力を持つ。,あなたが戦闘移動か全力移動を行なう直前に使用する。その移動では離脱を行なうことができ、シーン内の他のキャラクターがいる任意のエンゲージに移動できる。この効果は1シーンに1回まで使用できる。,,,,,,IA,IA-猟犬の前肢,,,,,,,,0,50
HR-茨の冠,HR,ユニークアイテム,茨の冠,イハラノカンムリ,一般,,,,,80,80,,ジャーム捕獲用に開発された、拘束力場の発生装置。,セットアッププロセスに使用する。シーンに登場しているキャラクターひとりを選び対象とする。対象はメジャーアクションを行なう度、そのプロセスの終了時に5D点のHPを失う。この効果はメジャーアクションを消費することで解除できる。この装備を所持しているキャラクターは搭乗状態ではない限り移動を行なうことができない。この効果は1シナリオに1回まで使用できる。,,,,,,IA,IA-茨の冠,,,,,,,,0,80
HR-PWE,HR,ユニークアイテム,PWE,PWE,一般,,,,,200,200,,疑似的なワーディングを発生させる大型装置。正式名称はパラワーディングエフェクター。一定範囲の一般人を無力化させることができる。,メジャーアクションで使用することで、シーンに登場している非オーヴァードのキャラクターはエキストラとなる。この効果は《ワーディング》によるものと同等に扱う。GMはこのアイテムの効果をなんらかの判定などを行なうことで解除できるとしてもよい。,,,,,,IA,IA-PWE,EA-ワーディング,,,,,,,0,200
HR-エナヴェイトD,HR,ユニークアイテム,エナヴェイトD,エナウェイトD,使い捨て,,,,,15,15,,レネゲイドの侵蝕を一時的に抑える画期的なドリンク。大量生産が難しく、数が出回っていない。,シーン登場の際、侵蝕率を上昇させるダイスを振った直後に使用する。そのダイス目を1に変更する。このアイテムは最大で1つまでしか常備化することができない。,,,,,,IA,IA-エナヴェイトD,,,,,,,,1,15
HR-スタヴェイトD,HR,ユニークアイテム,スタヴェイトD,スタウェイトD,使い捨て,,,,,15,15,,レネゲイドを高揚させ侵蝕率を高めるドリンク。大量生産が難しく、数が出回っていない。,シーン登場の際、侵蝕率を上昇させるダイスを振った直後に使用する。そのダイス目を10に変更する。このアイテムは最大で1つまでしか常備化することができない。,,,,,,IA,IA-スタヴェイトD,,,,,,,,1,15
HR-フォールンサラマンダー,HR,秘密兵器専用アイテム,フォールンサラマンダー,フォールンサラマンター,一般,,,,,20,20,,EXレネゲイドに感染させた小型ドローン。簡易銃座とエフェクトによる火力支援を行なうことができる。,シーンに登場している任意のキャラクターがダメージロールを行なう直前に使用する。そのダメージを+2Dする。1ラウンドに1回、1シナリオに3回まで使用できる。,,,,,,IA,IA-フォールンサラマンダー,,,,,,,LM-秘密兵器,0,20
HR-フォールンスプライト,HR,秘密兵器専用アイテム,フォールンスプライト,フォールンスフライト,一般,,,,,20,20,,EXレネゲイドに感染させた小型ドローン。知能を持ち、所有者の行動をアシストする。,シーンに登場している任意のキャラクターが判定を行なう直前に使用する。その判定のダイスを+3個する。1シーンに1回まで使用可能。またフォールンスプライトはあなたの命令を聞くエキストラとして簡単な作業(小さな物を運ぶ、離れた場所のスイッチを押すなど)を行なえる。どの程度の作業ができるかはGMが決定すること。,,,,,,IA,IA-フォールンスプライト,,,,,,,LM-秘密兵器,0,20
HR-海鳴の石板,HR,遺産継承者専用アイテム,海鳴の石板,カイメイノセキハン,一般,購入不可,,不可,,,,,かつて海を割った偉人が残した契約の言葉が刻まれた石板。嵐や海流を操る力を持つ。,任意のキャラクターが判定を行なった直後に使用する。その判定の達成値を−15する。この効果は1シナリオに3回まで使用できる。,契約者は合理的な判断を優先し情を忘れていく。あなたはロイスをタイタスに変更した場合、たとえ自分の意思でなくても、そのたびに侵蝕率が5点上昇する。,,,,,IA,IA-海鳴の石板,,,,,,,LM-遺産継承者 HR-遺産の器,0,999
HR-ジャイアントキル,HR,遺産継承者専用アイテム,ジャイアントキル,シャイアントキル,一般,購入不可,,不可,,,,,巨人と呼ばれるジャームを一撃で昏倒せしめたという投石布。契約者の肉体を変化させて弾丸とする。,あなたは《骨の銃》を1レベルで取得する。取得に経験点は必要なく、経験点を使用して成長させることができる。また、あなたがこのエフェクトによって作成した武器を用いて行なう射撃攻撃のダメージに+2Dする。,契約者は勇敢になり、次第に恐怖を忘れる。侵蝕率基本値を+4する。,,,,,IA,IA-ジャイアントキル,EA-骨の銃,,,,,,LM-遺産継承者 HR-遺産の器,0,999
HR-聖者の遺骨,HR,遺産継承者専用アイテム,聖者の遺骨,セイシャノイコツ,一般,購入不可,,不可,,,,,かつて鬼と呼ばれるオーヴァードに盗まれた聖者の骨。この骨にはそれを取り返した偉人と鬼の力が混じり宿っている。,あなたが行なう白兵攻撃の攻撃力とあなたの【行動値】に+5する。あなたの侵蝕率が99%を超えた場合、白兵攻撃の攻撃力にさらに+5する。,契約者は増長をそそのかす内なる声が聞こえるようになる。侵蝕率基本値に+2する。,,,,,IA,IA-聖者の遺骨,,,,,,,LM-遺産継承者 HR-遺産の器,0,999
HR-欲望の姫君,HR,遺産継承者専用アイテム,欲望の姫君,ヨクホウノヒメキミ,一般,購入不可,,不可,,,,,宝石でできた果実。普通の果肉のように柔らかく、食べることで契約が完了する。宝石、果実の種類が異なるさまざまな別個体が存在する。,あなたは《砂の刃》、《クリスタライズ》を1レベルで取得する。取得に経験点は必要なく、経験点を使用して成長させることができる。,契約者は何かの収集を求められる。何を集めているのかは個体によって異なる。侵蝕率基本値を+6する。,,,,,IA,IA-欲望の姫君,EA-砂の刃 EA-クリスタライズ,,,,,,LM-遺産継承者 HR-遺産の器,0,999
HR-夜の小鳥,HR,遺産継承者専用アイテム,夜の小鳥,ヨルノコトリ,一般,購入不可,,不可,,,,,黒く塗られた木彫りの鳥。言葉を交わし、自在に飛び回る。不可視の力と、透明探知の力を契約者に与える。,あなたは《陽炎の衣》と《光と闇の眼》を1レベルで取得する。取得に経験点は必要なく、経験点を消費して成長させることができる。また、あなたが隠密状態で行なう判定のダイスを+3個する。,契約者は盗みを奨励される。あなたは財産ポイントを使用できない。,,,,,IA,IA-夜の小鳥,EA-陽炎の衣 EA-光と闇の眼,,,,,,LM-遺産継承者 HR-遺産の器,0,999
HR-セルスタッフ:アサルト,HR,FHアイテム,セルスタッフ:アサルト,セルスタッフアサルト,一般,購入不可,,5,5,,,,あなたのことを支援するセルの部隊。襲撃任務などを得意とし、火力支援を行なってくれる。,あなたが攻撃を行なう直前に使用する。その攻撃で与えるダメージに+3する。1シーンに1回まで使用できる。,,,,,,IA,IA-セルスタッフ:アサルト,,,,,,,,0,5
HR-セルスタッフ:ガード,HR,FHアイテム,セルスタッフ:ガード,セルスタッフカート,一般,購入不可,,5,5,,,,あなたのことを支援するセルの部隊。護衛任務などを得意とし、その身を挺してあなたを警護する。,あなたが受ける攻撃のダメージを常に2点軽減する。このアイテムは複数取得した場合、最大3つまで効果が重複する。,,,,,,IA,IA-セルスタッフ:ガード,,,,,,,,0,5
HR-精神強化手術,HR,FHアイテム,精神強化手術,セイシンキョウカシュシュツ,一般,購入不可,,6,6,,,,さまざまな兵器を運用するために施される精神の強化手術。認識能力や反射を拡大し、攻撃性を高める。,あなたの【行動値】を+1する。ただし、あなたの行なう〈意志〉判定の達成値に−1する。このアイテムは複数取得した場合、最大3つまで効果が重複する。,,,,,,IA,IA-精神強化手術,,HR-STALKER,HR-FHインターセプター HR-タルタロス,HR-オルトロス IA-オルトロス,,,,0,6
HR-リエゾンズクレスト,HR,FHアイテム,リエゾンズクレスト,リエソンスクレスト,一般,購入不可,,10,10,,,,あなたが特定のリエゾンロードに服属していることを表わす紋章。忠誠を示すもので、所有者はリエゾンロードの所有物として厚遇される。,あなたが行なう【社会】を使用した判定のダイスに+2個する。,,,,,,IA,IA-リエゾンズクレスト,,,,,,,,0,10
HR-レジネイトスキン,HR,FHアイテム,レジネイトスキン,レシネイトスキン,一般,購入不可,,10,10,,,,皮膚を合成樹脂製の人工皮膚に置換する手術。防弾防刃性が高まるが見た目は通常の皮膚とほとんど変わらないし、代謝も阻害しない。,あなたの装甲値に+5する。,,,,,,IA,IA-レジネイトスキン,,,,,,,,0,10
HR-ビルドスパイン,HR,FHアイテム,ビルドスパイン,ヒルトスハイン,一般,購入不可,,20,20,,,,脊椎を人工のものに置換する手術。物理的により強靭になり、姿勢制御能力も強化される。,あなたの最大HPを+10する。また、あなたはバッドステータスの硬直を受けた場合、適用された直後にその硬直をオートアクションで解除できる。この効果は1シーンに1回まで使用できる。,,,,,,IA,IA-ビルドスパイン,,,,,,,,0,20
HR-AIDA,HR,FHアイテム,AIDA,アイーダ,一般,購入不可,,40,40,,,,戦術支援用AI。正確には人工知能ではなく、オーヴァードやレネゲイドビーイングの精神の残滓のようなもので自我も希薄。装備や自分の脳に直接マウントして使用する。,取得時に能力値をふたつ選択すること。あなたが行なう選択した能力値を使用した判定のダイスに+3個する。また、あなたは他のアイテムの効果を参照する際に、“精神強化手術”を3つ所持しているように扱われる。,,,,,,IA,IA-AIDA,,,,,,,,0,40
HR-TSB,HR,FHアイテム,TSB,TSB,使い捨て,購入不可,,10,10,,,,時間停止弾。EXレネゲイドの作用によって、敵の行動をゆっくり遅らせる効果がある。,「種別:射撃」の武器による攻撃の直前に使用する。その攻撃で1点でもダメージを与えた場合、そのラウンドの間対象の【行動値】を−1Dする。,,,,,,IA,IA-TSB,,,,,,,,1,10
HR-エバースタンド,HR,エンブレムアイテム:UGNエージェント,エバースタンド,エハースタント,エンブレム/一般,,,,,10,10,,ギャリソンズシールドに施す特殊カスタマイズ。選ばれたエージェントだけがこの改修を受けられる。,ギャリソンズシールドの効果を使用する時に同時に使用する。そのガード値にさらに+10する。この効果は1シーンに3回まで使用できる。,,,,,,IA,IA-エバースタンド,,UG-ギャリソンズシールド,,,,,,2,10
HR-オペレーションX,HR,エンブレムアイテム:UGNエージェント,オペレーションX,オヘレーションX,エンブレム/一般,,,,,20,20,,組織的バックアップを受けた切り札となるミッションプラン。高度な技術を持つ専門家がいなければ達成は不可能だ。,あなたが判定を行なった直後に使用する。その判定の達成値に+10する。この効果は、その判定に使用した技能が技能レベル5以上である時のみ効果がある。1シナリオに1回まで使用できる。,,,,,,IA,IA-オペレーションX,,,,,,,,2,20
HR-ユニークコード,HR,エンブレムアイテム:UGN支部長,ユニークコード,ユニークコート,エンブレム/一般,,,,,15,15,,優れた支部や部隊そのものに贈られるコードネーム。その名称はチームとしての特色を表わすものがつけられることが多い。,セットアッププロセスに使用する。シーンに登場している任意のキャラクターがそのシーンに行なうメジャーアクションの判定のダイスに+2個する。1シナリオに3回まで使用できる。,,,,,,IA,IA-ユニークコード,,,,,,,,2,15
HR-アレクサンドリア,HR,エンブレムアイテム:UGN支部長,アレクサンドリア,アレクサントリア,エンブレム/一般,,,,,20,20,,UGNが行なってきた無数のミッションが記録された戦術支援用データベース。,シーンに登場している任意のキャラクターを対象とし、メジャーアクションで使用する。使用時に技能をひとつ指定すること(技能は対象がそれぞれに選択してよい)。そのシナリオの間、対象が行なう選択した技能を使用した判定の達成値に+4する。1シナリオに1回まで使用できる。,,,,,,IA,IA-アレクサンドリア,,,,,,,,2,20
HR-ハートベアラー,HR,エンブレムアイテム:UGNチルドレン,ハートベアラー,ハートヘアラー,エンブレム/一般,,,,,5,5,,作戦において人道的功績を残したチルドレンに贈られる記章。動物をあしらったメダルの場合が多い。,あなたが行なう攻撃でない判定の直前に使用する。その判定のダイスを+2個する。1シナリオに1回まで使用できる。,,,,,,IA,IA-ハートベアラー,,,,,,,,2,5
HR-サンダーストーム,HR,エンブレムアイテム:UGNチルドレン,サンダーストーム,サンターストーム,エンブレム/一般,,,,,10,10,,チルドレンに贈られる雷をあしらったデザインの記章。危険度の非常に高い戦闘から生還したものに授与されるという。,あなたが受けるHPダメージを常に5点軽減する。,,,,,,IA,IA-サンダーストーム,,,,,,,,2,10
HR-オールカインズ,HR,エンブレムアイテム:UGN本部エージェント,オールカインズ,オールカインス,エンブレム/一般,,,,,10,10,,あらゆる任務、あらゆる地域に対応する7つの秘密道具。その組み合わせはエージェントによって異なるという。,あなたが行なう判定の直前に使用する。その判定の達成値を+3する。1シナリオに3回まで使用できる。,,,,,,IA,IA-オールカインズ,,,,,,,,2,10
HR-ピースレリック,HR,エンブレムアイテム:UGN本部エージェント,ピースレリック,ヒースレリック,エンブレム/一般,,,,,30,30,,遺産回収専門のエージェントに貸与されるという謎の石片。他のレネゲイドにさまざまな干渉を行なうことができる。,〈RC〉判定の直前に使用する。その判定の達成値に+10する。1シナリオに3回まで使用できる。,,,,,,IA,IA-ピースレリック,,,,,,,,2,30
HR-アクシズオーダー,HR,エンブレムアイテム:アクシズ,アクシズオーダー,アクシスオーター,エンブレム/一般,,,,,40,40,,評議員のみに許された戦闘支援要請権限。ただし発動するにはその費用を負担する必要がある。,セットアッププロセスに使用する。使用時に任意の点数の財産ポイントを消費する(最大20点まで)。そのラウンドの間、あなたが行なう攻撃の攻撃力を+[消費した財産ポイント]する。1シナリオに1回まで使用できる。,,,,,,IA,IA-アクシズオーダー,,,,,,,,2,40
HR-タイムウォーカー,HR,エンブレムアイテム:アクシズ,タイムウォーカー,タイムウォーカー,エンブレム/一般,,,,,70,70,,UGN中枢評議員が持つ特権。UGNのあらゆるスタッフから支援を受けることで、時間を超越したかのように行動し続けることができる。,イニシアチブプロセスに使用する。あなたが行動済みの場合、あなたは未行動になる。1シーンに1回まで使用できる。,,,,,,IA,IA-タイムウォーカー,,,,,,,,2,70
HR-デリバリー,HR,エンブレムアイテム:UGNイリーガル,デリバリー,テリハリー,エンブレム/一般,,,,,5,5,,あなたがイリーガルであるがゆえに迅速に現場に駆けつける行動力を持つことを表わすエンブレムデータ。,あなたの【行動値】に+3する。,,,,,,IA,IA-デリバリー,,,,,,,,2,5
HR-Rエンハンサー,HR,エンブレムアイテム:UGNイリーガル,Rエンハンサー,Rエンハンサー,エンブレム/一般,,,,,10,10,,エフェクトの威力を増幅させる小型の装置。指輪やピアスなどのデザインで身につけて扱う。,あなたが行なうエフェクトを組み合わせた攻撃のダメージを+1Dする。ただし、その攻撃の侵蝕値の合計に+1する。,,,,,,IA,IA-Rエンハンサー,,,,,,,,2,10
HR-学園帰り,HR,エンブレムアイテム:UGN共通,学園帰り,アカテミアン,エンブレム/一般,,,,,5,5,,あなたが学園島と呼ばれる場所の卒業生、ないしはそこからやってきた研修生であることを表わすエンブレムデータ。あなたはちょっとした得意分野がある。,取得時に能力値をひとつ選択する。選択した能力値を使用したあらゆる判定のダイスを+1個する。,,,,,,IA,IA-学園帰り,,,,,,,,2,5
HR-UGNデューティ,HR,エンブレムアイテム:UGN共通,UGNデューティ,UGNテューティ,エンブレム/一般,,,,,30,30,,UGNが持つ他組織への借りを表わすエンブレムデータ。あなたはその借りをなんらかの形で返してもらうことができる。,「種別:エンブレム」「必要経験点」が30点以下ののアイテムが使用された際に使用する。そのアイテムの効果を打ち消す。1シナリオに1回まで使用可能。,,,,,,IA,IA-UGNデューティ,,,,,,,,2,30
HR-スターリープレシャス,HR,エンブレムアイテム:FHエージェント,スターリープレシャス,スターリーフレシャス,エンブレム/一般,,,,,10,10,,あなたの欲望が尊く価値あるものであるとリエゾンロードによって認められていることを表わす、星をかたどった記章。特別な権限が付与される。,あなたが行なう【社会】判定のダイスを+3個する。,,,,,,IA,IA-スターリープレシャス,,,,,,,,2,10
HR-ハウスオブデモンズ,HR,エンブレムアイテム:FHセルリーダー,ハウスオブデモンズ,ハウスオフテモンス,エンブレム/一般,,,,,20,20,,セルの危険度を表わす称号。ハウスはひとつの血統のような統率力を持つことを、デモンは最上級の危険度を意味する。,セットアッププロセスに使用する。そのラウンドの間、シーンに登場している任意のキャラクターの【行動値】に+5する。この効果は1シーンに1回まで使用できる。,,,,,,IA,IA-ハウスオブデモンズ,,,,,,,,2,20
HR-ハーミットセプター,HR,エンブレムアイテム:FHセルリーダー,ハーミットセプター,ハーミットセフター,エンブレム/一般,,,,,80,80,,あなたのセルが公権力に対して強い影響力を持つことを表わす称号。あなたが願えば社会的な無茶のひとつはたやすく起こすことができる。,メジャーアクションで使用する。あなたは公共機関や組織ひとつをただちに活動停止させたり、逆に出動させたりすることができる。これによってどのようなことが起こるかはGMと相談して決定すること。1シナリオに1回まで使用可能。,,,,,,IA,IA-ハーミットセプター,,,,,,,,2,80
HR-量産品,HR,エンブレムアイテム:FHチルドレン,量産品,カーヘッシ,エンブレム/一般,,,,,5,5,,あなたは戦闘員として量産された個体のひとつだ。特別な能力は期待できないとされ、わずかな耐久性強化手術のみが施された。,あなたへのHPダメージが算出された直後に使用する。あなたが受ける(予定の)ダメージを−1D点する。1シーンに1回使用可能。,,,,,,IA,IA-量産品,,,,,,,,2,5
HR-刻銘,HR,エンブレムアイテム:FHチルドレン,刻銘,インスクリフション,エンブレム/一般,,,,,10,10,,あなたは特別な強化を施された実験体シリーズの1体である。シリーズに連なる者は皆、剣の銘を与えられる。,取得時に技能をひとつを選択すること。選択した技能による判定の達成値に常に+3する。ただし、あなたの侵蝕率基本値は+2される。,,,,,,IA,IA-刻銘,,,,,,,,2,10
HR-亡霊の御印,HR,エンブレムアイテム:マスターエージェント,亡霊の御印,レイスサイン,エンブレム/一般,,,,,5,5,,あなたがコードウェル博士に認められた存在であることを示す証。証自体には何の効力もなく、携帯しないものも多い。,あなたが取得している「制限:—」のエフェクトをひとつ選ぶこと。そのエフェクトのレベルを+1、最大レベルを+1する。,,,,,,IA,IA-亡霊の御印,,,,,,,,2,5
HR-レアスピーシズ,HR,エンブレムアイテム:リエゾンエージェント,レアスピーシズ,レアスヒーシス,エンブレム/一般,,,,,30,30,,あなたの持つレネゲイドが希少なもので、他者のレネゲイドに侵蝕干渉する特性を持つことを表わす。また、その危険性を抑えるための拘束具をあなたは所持している。,セットアッププロセスに使用する。そのラウンドの間、シーンに登場している任意のキャラクターが行なうメジャーアクションの判定のダイスを−4個する。,,,,,,IA,IA-レアスピーシズ,,,,,,,,2,30
HR-エンシェントキーパー,HR,エンブレムアイテム:リエゾンエージェント,エンシェントキーパー,エンシェントキーハー,エンブレム/一般,,,,,50,50,,あなたが封印された遺産兵器を秘蔵していることを表わす。もちろん、誰の許可を得ずともその遺産はあなたの自由に使ってよいのだ。,取得時に任意のシンドロームの「制限:120%」のエフェクトをひとつ選択する。エフェクトを1レベルで取得する。取得に経験点は必要なく、経験点を使用して成長できる。また、取得したエフェクトはあなたのブリードにかかわらず、取得できる最大レベルは記述されたとおりになる。,,,,,,IA,IA-エンシェントキーパー,,,,,,,,2,50
HR-死体漁り,HR,エンブレムアイテム:FHイリーガル,死体漁り,クレイフテイカー,エンブレム/一般,,,,,5,5,,あなたがFHの監視者から“譲ってもらった”何かを持つことを表わす。もしかしたらそれはアイテムではなく権利や、形ない何かかもしれない。,取得時にFHのエンブレムデータからひとつを選択する。あなたは選択したエンブレムデータを取得できる。必要経験点は別途消費すること。取得にGMの許可が必要なエンブレムデータを選択した場合、取得にはGMの許可が必要となる。,,,,,,IA,IA-死体漁り,,,,,,,,2,5
HR-ローンオーヴァード,HR,エンブレムアイテム:FHイリーガル,ローンオーヴァード,ローンオーウァート,エンブレム/一般,,,,,5,5,,あなたがFHに協力する代償として誰と馴れ合うこともできず孤独に生きてきたことを表わす。タフでなければ生き残れなかった。孤独があなたを強くした。,あなたの最大HPを+10する。ただし、あなたの侵蝕率基本値を+4する。,,,,,,IA,IA-ローンオーヴァード,,,,,,,,2,5
HR-戦闘適性体,HR,エンブレムアイテム:FH共通,戦闘適性体,ウォーフレイン,エンブレム/一般,,,,,15,15,,あなたがFH流の過酷な戦闘訓練を乗り越え、強者として覚醒したことを表わすエンブレムデータ。あなたは常に戦いが起きた時のことを考える癖がついている。,あなたの【行動値】を+5する。,,,,,,IA,IA-戦闘適性体,,,,,,,,2,15
HR-ラストラン,HR,エンブレムアイテム:FH共通,ラストラン,ラストラン,エンブレム/使い捨て,,,,,50,50,,FHが開発した能力強化手術。この実験を受けたものは一度だけ限界を超えた力を解放できるが、代償として衝動を抑えられなくなる。,セットアッププロセスに使用することで、そのシーンの間、あなたが行なうあらゆる判定のダイスに+10個し、あなたが行なう攻撃の攻撃力に+10する。ただし、使用することであなたの侵蝕率を+20し、バッドステータスの暴走を受ける。,,,,,,IA,IA-ラストラン,,,,,,,,3,50
HR-貴種の接吻,HR,エンブレムアイテム:ゼノス,貴種の接吻,ノーフルタッチ,エンブレム/一般,,,,,5,5,,あなたが都築京香などの強力なレネゲイドビーイングにウィルスを感染させられて、オーヴァードにされた(あるいはしてもらった)ことを表わすエンブレムデータ。,取得時に能力値をひとつ選択すること。選択した能力値に+1する。上昇させた能力値は「5(6)」のように、上昇させる前とは別に記述すること。経験点による能力値の上昇は、上昇前の値を参照して行なうこと。あなたの侵蝕率基本値は+2される。,,,,,,IA,IA-貴種の接吻,,,,,,,,2,5
HR-プランナーの予言,HR,エンブレムアイテム:ゼノス,プランナーの予言,フランナーノヨケン,エンブレム/使い捨て,,,,,30,30,,都築京香のなにげない言葉。彼女ほどの陰謀家ともなると、たった一言が未来の一幕に対する布石となる。,あなた以外のキャラクターが「タイミング:イニシアチブプロセス」のエフェクトを使用した直後に使用する。そのエフェクトの効果を打ち消す。打ち消したエフェクトの達成値が必要な場合、0とする。ただし、この効果は「エンブレムデータ:ゼノス」のアイテムを持つキャラクターのエフェクトに対しては使用できない。,,,,,,IA,IA-プランナーの予言,,,,,,,,3,30
HR-オーバーマインド,HR,エンブレムアイテム:ストレンジャーズ,オーバーマインド,オーハーマイント,エンブレム/一般,,,,,15,15,,ストレンジャーズのオーヴァードに実験的に施されている精神強化手術。戦闘時の迷いをなくすが、洗脳に近い技術ともいわれている。,あなたが行なう攻撃の判定の達成値に+5し、その攻撃力に+5する。ただし、あなたは自分より上位の指揮権限を持つキャラクター(詳細はGMが決定)の命令を受けるとバッドステータスの憎悪を受ける。憎悪の対象はGMが決定すること。この憎悪は1シナリオに1回まで適用される。,,,,,,IA,IA-オーバーマインド,,,,,,,,2,15
HR-強化義体,HR,エンブレムアイテム:ストレンジャーズ,強化義体,オークメンテーション,エンブレム/一般,,,,,50,50,,防衛隊の独自技術によって開発された機械化義体。,ブラックドッグのシンドロームを有するキャラクターのみが常備化できる。機械であることを見破るには〈知覚〉の対決に勝利しなければならない。あなたの装甲値に+10し(防具と重複する)、素手のデータが以下のように変更となる。,,,HR-強化義体,,,IA,IA-強化義体,,,,,,,,2,50
HR-神の落とし子,HR,エンブレムアイテム:神城グループ,神の落とし子,ロストチャイルト,エンブレム/一般,,,,,5,5,,神城グループが過去に行なった実験によって誕生したオーヴァードであることを表わすエンブレムデータ。,取得時にあなたが取得しているエフェクトをひとつ選ぶこと。あなたの侵蝕率が100%を超えている間、選択したエフェクトのLVを+2する。この時、LVの上限を超えてもよい。ただし、この効果でエフェクトの使用回数は増えない。,,,,,,IA,IA-神の落とし子,,,,,,,,2,5
HR-ハイデザイン,HR,エンブレムアイテム:神城グループ,ハイデザイン,ハイテサイン,エンブレム/一般,,,,,15,15,,神城グループの優れた技術力で作られた防具や乗り物。一般の装備よりも扱いやすく頑丈に作られている。,取得時にあなたが常備化している防具かヴィークルからひとつ選択する。選択したアイテムの「行動:」に+3、「装甲値:」に+7する(この際、「行動:」は1以上になってもよい)。,,,,,,IA,IA-ハイデザイン,,,,,,,,2,15
HR-ビーコン,HR,エンブレムアイテム:フリーランス,ビーコン,ヒーコン,エンブレム/一般,,,,,10,10,,苦しい時にあなたを助けてくれる心の支えがあることを表わすエンブレムデータ。,あなたが〈意志〉判定を行なう直前に使用する。その判定の達成値に+10する。1シナリオに1回まで使用できる。,,,,,,IA,IA-ビーコン,,,,,,,,2,10
RW-失われし歌声,RW,遺産継承者専用アイテム,失われし歌声,ウシナワレシウタコエ,一般,購入不可,,不可,,,,,魚人ないし鳥人とされる神の眷属の遺産。形状は不明。契約者の声として発現し、音でレネゲイドを操る。,あなたがメジャーアクションで使用する攻撃を行なわないエフェクトすべてのLVを+1して効果を算出する。この効果で使用回数は増加しない。,契約者は代償として本来の声を失う。また魔性の声は契約者への負荷も大きい。あなたが取得したタイミングがメジャーアクションであるエフェクトの侵蝕値はすべて+1される。,,,,,IA,IA-失われし歌声,,,,,,,LM-遺産継承者 HR-遺産の器,0,999
RW-深海都市の夢,RW,遺産継承者専用アイテム,深海都市の夢,シンカイトシノユメ,一般,購入不可,,不可,,,,,世界のどこかに沈んだという古代都市。都市そのものが遺産であり、遠い子孫にあたるものたちを契約者に指定する。契約者は異常な再生力を得る。,あなたは水中でも魚のように自由に行動できる。また、あなたは侵蝕率が110%以上になるまで《リザレクト》が使用できるようになる。,契約者は沈んだ都市を蘇らせるために働くよう夢の中で命じられる。侵蝕率基本値を+4する。,,,,,IA,IA-深海都市の夢,EA-リザレクト,,,,,,LM-遺産継承者 HR-遺産の器,0,999
RW-雷神の槌,RW,遺産継承者専用アイテム,雷神の槌,ライシンノツチ,一般,購入不可,,不可,,,,,かつて戦神と呼ばれた存在が残したという荒々しい雷の名残。契約者の片腕に宿り、投射物を稲妻に変える。,あなたが行なう射撃攻撃の攻撃力を常に+10する。ただし、この効果を受けるたびにあなたはHPを3点失う。また、射撃攻撃のダメージロールの直前に使用することで、そのダメージに+2Dすることができる。この効果は1シナリオに1回使用可能。,神の雷は契約者の命を蝕む。あなたの最大HPを−7する。,,,,,IA,IA-雷神の戦槌,,,,,,,LM-遺産継承者 HR-遺産の器,0,999
NC-高性能治療キット,NC,ジェネラルアイテム,高性能治療キット,コウセイノウチリョウキット,一般,9,9,4,4,,,,再生力を高めるアンプルが含まれる応急手当セット。オーヴァードに由来する治療成分だが、一般人に使っても安全なことが確認されている。,メジャーアクションで使用することで、あなたのHPを3D点回復させる。戦闘中は使用できない。,,,,,,IA,IA-高性能治療キット,,,,,,,,0,4
NC-アキュート,NC,ジェネラルアイテム,アキュート,アキュート,一般,30,30,4,4,,,,パワーアシストアーマーの腕部に装着する打突装備。繊細なマニピュレーターを保護し、殴打武器として用いる。火薬のブローバックを利用して破壊力を上げているものもある。,名称に「パワーアシストアーマー」「PAアーマー」を含む防具を装備している間、あなたの素手の攻撃力を+【肉体】する。,,,,,,IA,IA-アキュート,,,基本2-パワーアシストアーマー NC-第二世代型PAアーマー NC-“黒雷”PAアーマー NC-重装PAアーマー,,,,,0,4
