id,supplement,category,name,ruby,type,skill,acc,acc_int,atk,atk_int,guard,guard_int,rng,rng_int,procure,procure_int,stock,stock_int,exp,exp_int,rec,flavor,effect,price,rec_effect,ref_faq_id,ref_info_id,refed_power_id,refed_armor_id,refed_general_id,update,other_ver_id,rel_power_id,rel_weapon_id,rel_armor_id,rel_vehicle_id,rel_connection_id,rel_general_id,rel_dlois_id,type_order,cost_order
IC-トンファー,IC,ジェネラルアイテム,トンファー,トンファー,白兵,〈白兵〉,−1,-1,2,2,3,3,至近,0,5,5,3,3,,,,小武道で使用されていた棍棒。棒の端に握りとなる部分があり、それによって腕から肘までを守ることができる。攻防に優れ、西洋では警棒として採用されている。,,,,,,,,,IA,IA-トンファー,,,,,,,,0,3
IC-ギター,IC,ジェネラルアイテム,ギター,キター,白兵,〈白兵〉,−3,-3,2,2,0,0,至近,0,7,7,3,3,,,,音楽を演奏する際に使用する弦楽器。重量があるため即席の鈍器にもなる。,この武器を装備している間、〈芸術:音楽〉の達成値を+1する。,,,,,,,,IA,IA-ギター,,,,,,,,0,3
IC-槍,IC,ジェネラルアイテム,槍,ヤリ,白兵/射撃,〈白兵〉/〈射撃〉,−2,-2,5,5,1,1,至近/20m,20,11,11,6,6,,,,一般的な長槍。古より使われている実用性の高い武器。投擲にも使用できる。,種別、技能、射程の/の右側が射撃攻撃を行なった場合のデータである。,,,,,,,,IA,IA-槍,,,,,,,,1,6
IC-斧,IC,ジェネラルアイテム,斧,オノ,白兵,〈白兵〉,−3,-3,4,4,1,1,至近,0,11,11,6,6,,,,武器として使われるために調整された戦斧。重量があり、振り回すことで充分な破壊力が得られる。,この武器を使用した白兵攻撃でのダメージダイスを振った直後に使用する。振ったダイスの中から好きなひとつを振り直してよい。振り直した結果が悪かった場合でもその目を適用する。,,,,,,,,IA,IA-斧,,,,,,,,0,6
IC-圧縮ガスナイフ,IC,ジェネラルアイテム,圧縮ガスナイフ,アッシュクカスナイフ,白兵,〈白兵〉,−1,-1,2,2,0,0,至近,0,13,13,7,7,,,,ナイフのグリップ部分に小型の圧縮ガスボンベが内蔵されており、刺した後に先端から噴射することで、相手を内部から破壊する。,この武器を使用した白兵攻撃でダメージを与える際に使用する。ダメージを+5する。この効果は1シナリオに1回まで使用できる。,,,,,,,,IA,IA-圧縮ガスナイフ,,,,,,,,0,7
IC-ドリル,IC,ジェネラルアイテム,ドリル,トリル,白兵,〈白兵〉,−6,-6,6,6,0,0,至近,0,13,13,7,7,,,,物に穴を開けるための切削機械。武器としての使用を前提としていないため、扱いづらい。,この武器による白兵攻撃では、対象の装甲値を−2(最低0)する。,,,,,,,,IA,IA-ドリル,,,,,,,,0,7
IC-バリスティックナイフ,IC,ジェネラルアイテム,バリスティックナイフ,ハリスティックナイフ,白兵,〈白兵〉,−1,-1,2,2,0,0,至近,0,13,13,7,7,,,,かつて特殊部隊が使用していたという特殊なナイフ。グリップ内部に強力なスプリングが仕込まれており、刀身を射出可能。,この武器による白兵攻撃の命中判定を行なう直前に使用する。その攻撃に対して、対象はドッジのダイスを−4個する。ただし、そのメインプロセス終了後にこの武器は破壊される。,,,,,,,,IA,IA-バリスティックナイフ,,,,,,,,0,7
IC-大槌,IC,ジェネラルアイテム,大槌,オオツチ,白兵,〈白兵〉,−3,-3,12,12,2,2,至近,0,14,14,10,10,,,,両手で使用しなければならない巨大なハンマー。質量を武器にして、単純だが非常に効果的。,この武器を装備している間、他の武器は装備できず、全力移動が−10mされる。,,,,,,,,IA,IA-大槌,,,,,,,,0,10
IC-センサーシールド,IC,ジェネラルアイテム,センサーシールド,センサーシールト,白兵,〈白兵〉,−2,-2,1,1,4,4,至近,0,16,16,11,11,,,,通常のポリカーボネイト製の盾に、周囲を知覚するセンサー類を内蔵した盾。,この武器を装備している間、〈知覚〉の判定のダイスを+1個する。,,,,,,,,IA,IA-センサーシールド,,,,,,,,0,11
IC-リアクティブシールド,IC,ジェネラルアイテム,リアクティブシールド,リアクティフシールト,白兵,〈白兵〉,−2,-2,2,2,6,6,至近,0,18,18,12,12,,,,シールド表面に、瞬間的に硬化するゲル状の物質が貼り付けられている盾。衝撃に対する圧力を最小限に軽減するが、連続しての使用ができない。,あなたがガードを行なう際に使用する。そのガードの間、ガード値を+1Dする。この効果は1シーンに1回まで使用できる。,,,,,,,,IA,IA-リアクティブシールド,,,,,,,,0,12
IC-メカニカルフィスト,IC,ジェネラルアイテム,メカニカルフィスト,メカニカルフィスト,白兵,〈白兵〉,0,0,5,5,0,0,至近,0,25,25,18,18,,,,機械式の補助動力を用いた手甲。ピストンによる衝撃力によって相手の防御を無効化する。,この武器を使用する白兵攻撃に対しては、ガードを行なえない。また、この白兵攻撃に対してカバーリングを行なった場合、ガードを行なったものとしてダメージを算出できない。この武器は1シナリオに1回まで使用できる。,,,,,,,,IA,IA-メカニカルフィスト,,,,,,,,0,18
IC-手裏剣,IC,ジェネラルアイテム,手裏剣,シュリケン,射撃,〈射撃〉,−1,-1,2,2,—,0,10m,10,7,7,2,2,,,,忍者が使った投擲に特化した武器。熟練すれば一度に複数個を投擲できる。,この武器を使用して、同じエンゲージにいるキャラクターを攻撃する場合、命中判定の達成値を+2する。,,,,,,,,IA,IA-手裏剣,,,,,,,,2,2
IC-射出式スタンガン,IC,ジェネラルアイテム,射出式スタンガン,シャシュツシキスタンカン,射撃,〈射撃〉,−1,-1,0,0,—,0,10m,10,9,9,3,3,,,,有線の針を射出して、電撃を流すスタンガン。射出針は発射用のガスとまとめられた単発型のカートリッジになっており連続使用はできない。,この武器を使用した射撃攻撃で、対象に1点でもHPダメージを与えた場合、バッドステータスの硬直を与える。この武器は1シーンに1回まで使用できる。,,,,,,,,IA,IA-射出式スタンガン,,,,,,,,2,3
IC-コンポジットボウ,IC,ジェネラルアイテム,コンポジットボウ,コンホシットホウ,射撃,〈射撃〉,−3,-3,解説参照,,—,0,【肉体】+20m,,6,6,5,5,,,,古くから洋の東西を問わず使われてきた弓。人力で引き絞ることによって矢を放つ。,この武器を装備している間、他の武器は装備できず、同じエンゲージにいるキャラクターを攻撃の対象にできない。この武器の攻撃力は+[あなたの【肉体】]となる。,,,,,,,,IA,IA-コンポジットボウ,,,,,,,,2,5
IC-フラググレネード,IC,ジェネラルアイテム,フラググレネード,フラククレネート,射撃,〈射撃〉,−3,-3,5,5,—,0,10m,10,12,12,6,6,,,,爆発と内蔵したベアリングなどの生成破片でダメージを与える手榴弾。,この武器を使用した射撃攻撃の対象は「対象:範囲」となる。この武器は1シナリオに1回まで使用できる。,,,102,,,,,IA,IA-フラググレネード,,,,,,,,2,6
IC-ショットガン(スラッグ),IC,ジェネラルアイテム,ショットガン(スラッグ),ショットカンスラック,射撃,〈射撃〉,0,0,5,5,—,0,30m,30,11,11,7,7,,,,使用する実包を散弾から一粒弾に変更したショットガン。火力が落ちる代わりに、射程と命中精度が向上している。,,,,,,,,,IA,IA-ショットガン(スラッグ),,,,,,NC-炸裂徹甲弾,,2,7
IC-対空ミサイル,IC,ジェネラルアイテム,対空ミサイル,タイクウミサイル,射撃,〈射撃〉,0,0,15,15,—,0,100m,100,18,18,12,12,,,,携行可能な対空ミサイル発射装置。ロックオンして目標を追尾できる。,この武器を装備している間、他の武器は装備できず、飛行状態にあるキャラクターしか攻撃の対象にできない。マイナーアクションで使用することで、そのメインプロセスの間、この武器による射撃攻撃の命中判定の達成値を+5する。この武器は1シナリオに1回まで使用できる。,,,,,,,,IA,IA-対空ミサイル,,,,,,,,2,12
IC-フルオートショットガン,IC,ジェネラルアイテム,フルオートショットガン,フルオートショットカン,射撃,〈射撃〉,−1,-1,5,5,—,0,10m,10,20,20,14,14,,,,ガス圧作動方式で、フルオート射撃を可能にしたショットガン。大量にばらまかれる散弾によって、相手は逃げ場を失う。,この武器を使用した射撃攻撃で、同じエンゲージにいるキャラクターを攻撃する場合、そのドッジのダイスを−1個し、攻撃力に+5する。,,,,,,,,IA,IA-フルオートショットガン,,,,,,NC-炸裂徹甲弾,,2,14
IC-ライトマシンガン,IC,ジェネラルアイテム,ライトマシンガン,ライトマシンカン,射撃,〈射撃〉,−2,-2,10,10,—,0,150m,150,20,20,15,15,,,,前線に立つ人間を支援するための軽機関銃。高い連射力で制圧能力に優れている。,この武器を装備している間、他の武器は装備できず、同じエンゲージにいるキャラクターを攻撃の対象にできない。この武器による射撃攻撃が命中した場合に使用する。命中した対象にバッドステータスの放心を与える。この効果は1シーンに1回まで使用できる。,,,,,,,,IA,IA-ライトマシンガン,,,,,,,,2,15
IC-火炎放射器,IC,ジェネラルアイテム,火炎放射器,カエンホウシャキ,射撃,〈射撃〉,−3,-3,5,5,—,0,10m,10,22,22,16,16,,,,可燃性の噴射剤を使って炎を投射する武器。携行できる燃料に限りがあるため、長時間の使用はできない。,この武器を使用する射撃攻撃に対しては、ガードを行なえない。この射撃攻撃に対してカバーリングを行なった場合、ガードを行なったものとしてダメージを算出できない。この武器は1シナリオに1回まで使用できる。,,,,,,,,IA,IA-火炎放射器,,,,,,NC-予備弾倉,,2,16
IC-ヘヴィマシンガン,IC,ジェネラルアイテム,ヘヴィマシンガン,ヘウィマシンカン,射撃,〈射撃〉,−3,-3,12,12,—,0,200m,200,24,24,18,18,,,,設置使用を前提とした大型機関銃。,この武器を装備しているキャラクターが搭乗状態ではない場合、戦闘移動と全力移動を行なうことができない。,,,,,,,,IA,IA-ヘヴィマシンガン,,,,,,,,2,18
IC-ロケットランチャー,IC,ジェネラルアイテム,ロケットランチャー,ロケットランチャー,射撃,〈射撃〉,−7,-7,12,12,—,0,100m,100,25,25,20,20,,,,RPG-7などで知られる携行型ロケット砲。基本的に使い捨て。,この武器を装備している間、他の武器は装備できず、同じエンゲージにいるキャラクターを攻撃の対象にできない。この武器による射撃攻撃の命中判定を行なう直前に使用する。その攻撃は、対象の装甲値を無視してダメージを算出する。この武器は1シナリオに1回まで使用できる。,,,,,,,,IA,IA-ロケットランチャー,,,,,,,,2,20
IC-大型擲弾砲,IC,ジェネラルアイテム,大型擲弾砲,オオカタテキタンホウ,射撃,〈射撃〉,−4,-4,15,15,—,0,50m,50,36,36,25,25,,,,車両搭載用のグレネードランチャー。大型の榴弾を使用する。,この武器は搭乗状態のキャラクターしか装備できず、同じエンゲージにいるキャラクターを攻撃の対象にできない。マイナーアクションを使用することで、そのメインプロセスの間、この武器による攻撃も対象を「対象:範囲」に変更する。この効果は1シナリオに1回まで使用できる。,,,102 103,,,,,IA,IA-大型擲弾砲,,,,,,NC-予備弾倉 NC-炸裂徹甲弾,,2,25
IC-ヴィブロウィップ,IC,エフェクトアイテム:ブラックドッグ専用アイテム,ヴィブロウィップ,ウィフロウィッフ,白兵,〈白兵〉,−2,-2,10,10,—,0,10m,10,購入不可,,不可,,,,,指先に埋め込むワイヤーウィップ。高速振動機構を持ち、起動することで驚異的な切断力を誇る。普段は指先に収納されているが、イニシアチブプロセスにオートアクションで装備できる。,このアイテムを取得するには、《ハードワイヤード》で取得できるアイテム3個分が必要となる。マイナーアクションを使用することで、そのシーンの間、この武器の攻撃力を+5する。,,,,,,,,EA IA,EA-ヴィブロウィップ IA-ヴィブロウィップ,基本2-ハードワイヤード,,,,,,,0,999
IC-小型浮遊砲,IC,エフェクトアイテム:ブラックドッグ専用アイテム,小型浮遊砲,コカタフユウホウ,射撃,〈射撃〉,−2,-2,5,5,—,0,20m,20,購入不可,,不可,,,,,体から射出する小型砲台。射出後は空中を浮遊し、自在に操作できる。普段は体内に収納されているが、イニシアチブプロセスにオートアクションで装備できる。,このアイテムを取得するには、《ハードワイヤード》で取得できるアイテム3個分が必要となる。この武器による攻撃では、対象の装甲値を無視してダメージを算出する。,,,,,,,,EA IA,EA-小型浮遊砲 IA-小型浮遊砲,基本2-ハードワイヤード,,,,,,,2,999
IC-従者の盾,IC,エフェクトアイテム:従者専用アイテム,従者の盾,シュウシャノタテ,白兵,〈白兵〉,−2,-2,2,2,8,8,至近,0,購入不可,,不可,,,,,従者の身体の一部が、盾状に変化したもの。形状は従者の主人の思いのままである。,,,,,,,,,EA IA,EA-従者の盾 IA-従者の盾,基本2-愚者の兵装,,,,,,,0,999
UG-アサシネイター,UG,エンブレムアイテム:UGNエージェント,アサシネイター,アサシネイター,エンブレム/射撃,〈射撃〉,−1,-1,7,7,—,0,20m,20,,,,,15,15,,暗殺や殲滅を主に行なうエージェントのために開発された拳銃。目標が動くことでできる隙を感知する照準器が内蔵されている。,この武器による射撃攻撃の命中判定の直前に使用する。その判定のダイスを+3個する。この効果は行動済みのキャラクターを対象にした時のみ使用できる。,,,,,,,,IA,IA-アサシネイター,,,,,,,,5,15
UG-ギャリソンズシールド,UG,エンブレムアイテム:UGNエージェント,ギャリソンズシールド,キャリソンスシールト,エンブレム/白兵,〈白兵〉,−3,-3,2,2,6,6,至近,0,,,,,15,15,,要人警護などみずからの身を危険に晒しながらも他人を守るエージェントが愛用する盾。,カバーリングを行なう直前に使用する。このカバーリングの間、あなたのガード値を+【精神】する。この効果は1ラウンドに1回まで使用できる。,,,,,,,,IA,IA-ギャリソンズシールド,,,,,,HR-エバースタンド,,3,15
UG-ゾディアックウェポン,UG,エンブレムアイテム:UGNチルドレン,ゾディアックウェポン,ソティアックウェホン,エンブレム/白兵,〈白兵〉,−3,-3,11,11,3,3,至近,0,,,,,15,15,,戦闘能力に秀でたチルドレンにのみ渡されるUGNに12本しかない大剣。使用者のレネゲイドに反応することで切れ味を増す。,この武器を使用した白兵攻撃の命中判定にエフェクトを組み合わせている場合、その攻撃のダメージロールを+1Dする。ただし、使用することであなたの侵蝕率を+2する。,,,,,,,,IA,IA-ゾディアックウェポン,,,,,,,,3,15
UG-デストロイヤー,UG,エンブレムアイテム:UGN本部エージェント,デストロイヤー,テストロイヤー,エンブレム/射撃,〈射撃〉,−1,-1,20,20,—,0,300m,300,,,,,30,30,,本部命令で開発された対ジャームライフル。扱いが難しく、限られた人間しか利用できない。,この武器は〈射撃〉が6レベル以上あるキャラクターのみが使用できる。この武器を使用する射撃攻撃に対してはガードを行なえず、対象の装甲値を無視してダメージを算出する。この武器は1シナリオに1回まで使用できる。,,,,,,,,IA,IA-デストロイヤー,,,,,,,,5,30
UG-カウンシラーズエッジ,UG,エンブレムアイテム:アクシズ,カウンシラーズエッジ,カウンシラースエッシ,エンブレム/白兵,〈白兵〉,−1,-1,3,3,1,1,至近,0,,,,,30,30,,評議員となった者に渡される細身の短剣。EXレネゲイドに感染しており、傷つけた者のレネゲイドを不安定化させる。,この武器を使用した白兵攻撃で対象に1点でもHPダメージを与えた場合、そのラウンドの間、対象が行なうエフェクトを組み合わせた判定のクリティカル値を+1する。,,,,,,,,IA,IA-カウンシラーズエッジ,,,,,,,,3,30
UG-カリギュラ,UG,エンブレムアイテム:FHセルリーダー,カリギュラ,カリキュラ,エンブレム/射撃,〈交渉〉,0,0,解説参照,,—,0,視界,,,,,,15,15,,あなたがセルを恐怖によって支配していることを表わすエンブレムアイテム。そのひと睨みが、ナイフよりも鋭い刃となることを、あなたは熟知している。,この武器の「攻撃力」は+[あなたの〈交渉〉のレベル](最大+10)となる。また、この武器を装備している間、あなたの行なう「技能:〈交渉〉」のエフェクトのダメージを+「この武器の攻撃力」する。,,,,,,,,IA,IA-カリギュラ,,,,,,,,5,15
UG-ARショットガン,UG,エンブレムアイテム:ストレンジャーズ,ARショットガン,ARショットガン,エンブレム/射撃,〈射撃〉,0,0,10,10,—,0,20m,20,,,,,15,15,,AR(アンチレネゲイド)特殊弾を使用するショットガン。AR特殊弾を受けたオーヴァードは、一時的にレネゲイドの変調をきたし、運動能力が落ちてしまう。,この武器を使用した射撃攻撃で、オーヴァードのキャラクターに1点でもHPダメージを与えた場合、そのラウンドの間、対象の【行動値】に−5する。,,,,,,,,IA,IA-ARショットガン,,,,,,,,5,15
UG-伝説の白鞘,UG,エンブレムアイテム:鴻央会,伝説の白鞘,テンセツノシロサヤ,エンブレム/白兵,〈白兵〉,−3,-3,9,9,3,3,至近,0,,,,,30,30,,日本刀の業物と、それを納めるEXレネゲイドに感染した白鞘。この鞘には所有者の生命を吸い取る力がある。,ダメージロールの直前に使用する。10点までの任意のHPを消費する。その攻撃のダメージを+[消費したHP×2]する。HPが0になるように消費はできない。ただし、使用することであなたの侵蝕率に+5する。この効果は1シナリオに1回まで使用できる。,,,,,,,,IA,IA-伝説の白鞘,,,,,,,,3,30
UG-醜の御盾,UG,エンブレムアイテム:ティンダロス,醜の御盾,シコノミタテ,エンブレム/白兵,〈白兵〉,−3,-3,0,0,10,10,至近,0,,,,,30,30,,EXレネゲイドに感染した律令時代の防人が使った木製の大盾。表面に渦のような模様が描かれており、オーヴァードの攻撃を受けると模様が光る。,この武器でガードを行なう直前に使用する。ガードした攻撃から受けるダメージを0に変更する。この効果を使用した場合、あなたの侵蝕率は+3D10される。この効果は1シナリオに1回まで使用できる。,,,,,,,,IA,IA-醜の御盾,,,,,,,,3,30
UG-黄金銃,UG,エンブレムアイテム:ギルド,黄金銃,オウコンシュウ,エンブレム/射撃,〈射撃〉,−1,-1,7,7,—,0,20m,20,,,,,15,15,,ギルド内の裏切り者を粛清するギルド監察官に渡される拳銃。対レネゲイド用の特殊弾を使用できる。,この武器を使用した攻撃の命中判定の直前に使用する。その攻撃のダメージを+5する。この効果は1シナリオに5回まで使用できる。,,,,,,,,IA,IA-黄金銃,,,,,,,,5,15
UG-暴走剣,UG,エンブレムアイテム:ステイト・オブ・グレイス,暴走剣,ホウソウケン,エンブレム/白兵,〈白兵〉,−3,-3,15,15,3,3,至近,0,,,,,15,15,,テンペストが開発に失敗して隔離倉庫に封印していた剣を、ステイト・オブ・グレイスが倉庫から盗み出したもの。体内のレネゲイドを暴走状態にして破壊力を増大させる。,この武器を装備している間、あなたはバッドステータスの暴走を受ける。この暴走は、この武器を装備から解除するまで回復できない。,,,,,,,,IA,IA-暴走剣,,,,,,,,3,15
RU-サンドブロッカー,RU,トレイルアイテム:エクソダス,サンドブロッカー,サントフロッカー,白兵,〈RC〉,−2,-2,2,2,5,5,至近,0,,,,,15,15,,“X02サンドマン”の防御能力のデータを基に開発されたEXレネゲイドの砂とその制御ユニット。使用者の思考を読み取り、自在に形状を変える。,カバーリングを行なう直前に使用する。そのカバーリングの間、ガード値に+2Dする。ただし、使用することで、あなたの侵蝕率を+2する。この効果は1ラウンドに1回まで使用できる。,,,,,,,,IA,IA-サンドブロッカー,,,,,,,,0,15
RU-デスリーパー,RU,トレイルアイテム:エクソダス,デスリーパー,テスリーハー,白兵,〈白兵〉,−4,-4,13,13,1,1,至近,0,,,,,15,15,,“X08デスコンダクター”の対レネゲイド能力のデータを基に開発された鎌型の武器。レネゲイドを死滅させる機能が搭載されている。,この武器による白兵攻撃の対象がオーヴァード(ジャーム)の場合、その攻撃のダメージに+1Dする。ただし、この武器を使用したメインプロセスの終了時に、あなたは2点のHPを失う。,,,,,,,,IA,IA-デスリーパー,,,,,,,,0,15
EA-光の剣,EA,クリエイトアイテム:エンジェルハィロゥ,光の剣,ヒカリノケン,白兵,〈白兵〉,0,0,[LV+4],,3,3,至近,0,購入不可,,不可,,,,,光を集めて白兵武器を作るエフェクト。形状はあなたの思いのままである。,そのシーンの間、あなたは以下のデータの武器を作成し、装備する。,,,,,EA-光の剣,,,IA,,,,,,,,,0,999
EA-光の銃,EA,クリエイトアイテム:エンジェルハィロゥ,光の銃,ヒカリノシュウ,射撃,〈射撃〉,0,0,[LV+2],,—,0,視界,,購入不可,,不可,,,,,光を集めて射撃武器を作るエフェクト。形状はあなたの思いのままである。,そのシーンの間、あなたは以下のデータの武器を作成し、装備する。,,,,,EA-光の剣,,,IA,,,,,,,,,2,999
EA-斥力の矢,EA,クリエイトアイテム:バロール,斥力の矢,セキリョクノヤ,射撃,〈射撃〉,−1,-1,[LV×2],,—,0,視界,,購入不可,,不可,,,,,斥力を発生させる魔眼を作り、石や釘など小型の物質を弾丸として射出させるエフェクト。,そのシーンの間、あなたは以下のデータの武器を作成し、装備する。,,,,,EA-斥力の矢,,,IA,,,,,,,,,2,999
EA-盾なる力場,EA,クリエイトアイテム:バロール,盾なる力場,タテナルリキハ,白兵,〈白兵〉,−2,-2,5,5,[LV×2+5],,至近,0,購入不可,,不可,,,,,魔眼の形状を操り、重力を集中させた盾を作るエフェクト。,そのシーンの間、以下のデータの武器を作成し、装備する。この武器を使用した攻撃かガードを行なった場合、あなたは3点のHPを失う。,,,,,EA-盾なる力場,,,IA,,,,,,,,,0,999
EA-魔眼槍,EA,クリエイトアイテム:バロール,魔眼槍,マカンソウ,白兵,〈白兵〉,−4,-4,[LV+7],,5,5,至近,0,購入不可,,不可,,,,,魔眼そのものを変形させて、武器とするエフェクト。,そのシーンの間、以下のデータの武器を作成し、装備する。この武器で1点でもHPダメージを与えた場合、対象にバッドステータスの硬直を与える。,,,,,EA-魔眼槍,,,IA,,,,,,,,,0,999
EA-サイバーアーム,EA,クリエイトアイテム:ブラックドッグ,サイバーアーム,サイハーアーム,白兵,〈白兵〉,0,0,[LV+3],,5,5,至近,0,購入不可,,不可,,,,,腕をサイバー化するエフェクト。,素手のデータを以下のように変更する。このエフェクトは侵蝕率でレベルアップしない。このエフェクトを取得した場合、侵蝕率基本値を+3する。,,,,,EA-サイバーアーム,,,IA,,,,,,,,,0,999
EA-赫き剣,EA,クリエイトアイテム:ブラム=ストーカー,赫き剣,アカキケン,白兵,〈白兵〉,0,0,[消費したHP+8],,0,0,至近,0,購入不可,,不可,,,,,血液から白兵戦用の武器を製作するエフェクト。形状はあなたの思いのままである。,使用時に[LV×2]以下の任意のHPを消費する。そのシーンの間、あなたは以下のデータの武器を作成し、装備する。,,,,,EA-赫き剣,,,IA,,,,,,,,,0,999
EA-滅びのかぎ爪,EA,クリエイトアイテム:ブラム=ストーカー,滅びのかぎ爪,ホロヒノカキツメ,白兵,〈白兵〉,0,0,[LV+7],,4,4,至近,0,購入不可,,不可,,,,,血液を固め、巨大な爪を生み出すエフェクト。,そのシーンの間、あなたの素手のデータを以下のように変更する。この武器を使用して攻撃かガードを行なった場合、あなたはHPを4点失う。,,,,,EA-滅びのかぎ爪,,,IA,,,,,,,,,0,999
EA-一角鬼,EA,クリエイトアイテム:キュマイラ,一角鬼,イッカクキ,白兵,〈白兵〉,0,0,[LV+5],,2,2,5m,5,購入不可,,不可,,,,,身体から角状の突起を生やし武器とするエフェクト。,そのシーンの間、あなたの素手のデータを以下のように変更する。,,,,,EA-一角鬼,,,IA,,,,,,,,,0,999
EA-破壊の爪,EA,クリエイトアイテム:キュマイラ,破壊の爪,ハカイノツメ,白兵,〈白兵〉,0,0,[LV+8],,1,1,至近,0,購入不可,,不可,,,,,あなたの腕を鋭い鉤爪へと変化させるエフェクト。,そのシーンの間、あなたの素手のデータを以下のように変更する。,,,,,EA-破壊の爪,,,IA,,,,,,,,,0,999
EA-骨の剣,EA,クリエイトアイテム:エグザイル,骨の剣,ホネノケン,白兵,〈白兵〉,−1,-1,[LV+5],,6,6,至近,0,購入不可,,不可,,,,,骨の形状を変化させ、白兵用の武器に仕立て上げるエフェクト。,そのシーンの間、あなたの素手のデータを以下のように変更する。,,,,,EA-骨の剣,,,IA,,,,,,,,,0,999
EA-骨の銃,EA,クリエイトアイテム:エグザイル,骨の銃,ホネノシュウ,射撃,〈射撃〉,−1,-1,[LV+5],,—,0,20m,20,購入不可,,不可,,,,,骨を弾丸とする銃を、体内で作り出すエフェクト。,そのシーンの間、あなたは以下のデータの武器を作成し、装備する。,,,,,EA-骨の銃,,,IA,,,,,,,,,2,999
EA-エアロドライブ,EA,クリエイトアイテム:ハヌマーン,エアロドライブ,エアロトライフ,白兵,〈白兵〉,−2,-2,[LV+5],,0,0,至近,0,購入不可,,不可,,,,,圧縮空気を体の周囲に発生させ、武器として用いるエフェクト。,そのシーンの間、素手のデータを以下のように変更する。この武器を使用した攻撃を行なった場合、あなたは5点のHPを消費する。,,,,,EA-エアロドライブ,,,IA,,,,,,,,,0,999
EA-ソニックブリッツ,EA,クリエイトアイテム:ハヌマーン,ソニックブリッツ,ソニックフリッツ,射撃,〈射撃〉,0,0,[LV+4],,—,0,15m,15,購入不可,,不可,,,,,音波を弾丸として打ち出すエフェクト。弾丸は不可視であり、回避が困難となる。,そのシーンの間、以下のデータの武器を作成し、装備する。この武器を使用した攻撃に対するドッジのダイスは−1個される。,,,,,EA-ソニックブリッツ,,,IA,,,,,,,,,2,999
EA-インフィニティウェポン,EA,クリエイトアイテム:モルフェウス,インフィニティウェポン,インフィニティウェホン,白兵,〈白兵〉,0,0,[LV+7],,3,3,至近,0,購入不可,,不可,,,,,物質を変換して、白兵戦用の武器を製作するエフェクト。その形状はあなたの思いのままである。,そのシーンの間、以下のデータの武器を作成し、装備する。,,,,,EA-インフィニティウェポン,,,IA,,,,,,,,,0,999
EA-シールドクリエイト,EA,クリエイトアイテム:モルフェウス,シールドクリエイト,シールトクリエイト,白兵,〈白兵〉,0,0,0,0,[LV×2+4],,至近,0,購入不可,,不可,,,,,物質を変換して、盾を製作するエフェクト。その形状はあなたの思いのままである。,そのシーンの間、以下のデータの武器を作成し、装備する。,,,,,EA-シールドクリエイト,,,IA,,,,,,,,,0,999
EA-ハンドレッドガンズ,EA,クリエイトアイテム:モルフェウス,ハンドレッドガンズ,ハントレットカンス,射撃,〈射撃〉,0,0,[LV+4],,—,0,30m,30,購入不可,,不可,,,,,物質を変換して、射撃戦用の武器を製作するエフェクト。その形状はあなたの思いのままである。,そのシーンの間、以下のデータの武器を作成し、装備する。,,,,,EA-ハンドレッドガンズ,,,IA,,,,,,,,,2,999
EA-緑の鞭,EA,クリエイトアイテム:オルクス,緑の鞭,ミトリノムチ,白兵,〈白兵〉,0,0,[LV+2],,1,1,20m,20,購入不可,,不可,,,,,植物にみずからの因子を埋め込み、鞭を作り出すエフェクト。,そのシーンの間、あなたは以下のデータの武器を作成し、装備する。,,,,,EA-緑の鞭,,,IA,,,,,,,,,0,999
EA-白熱,EA,クリエイトアイテム:サラマンダー,白熱,ハクネツ,白兵,〈白兵〉,0,0,[LV+5],,4,4,至近,0,購入不可,,不可,,,,,拳や足先などに温度を集中させ、局部的に超高熱を発生させるエフェクト。その輝きは白く、触れたものすべてを焼き尽くす。,そのシーンの間、あなたの素手のデータを以下のように変更する。,,,,,EA-白熱,,,IA,,,,,,,,,0,999
EA-氷炎の剣,EA,クリエイトアイテム:サラマンダー,氷炎の剣,ヒョウエンノケン,白兵,〈白兵〉,−2,-2,[LV+6],,6,6,至近,0,購入不可,,不可,,,,,大気中の水分を凍らせてあるいは炎をプラズマ誘導して形にして、武器を手の中に生み出すエフェクト。形状はあなたが自在に決めてよい。,そのシーンの間、以下のデータの武器を作成し、装備する。,,,,,EA-氷炎の剣,,,IA,,,,,,,,,0,999
EA-フレイムリング,EA,クリエイトアイテム:サラマンダー,フレイムリング,フレイムリンク,射撃,〈射撃〉,−2,-2,[LV+6],,—,0,30m,30,購入不可,,不可,,,,,投げて使用する炎の輪を作り出すエフェクト。,そのシーンの間、以下のデータの武器を作成し、装備する。,,,,,EA-フレイムリング,,,IA,,,,,,,,,2,999
EA-苦痛の矢,EA,クリエイトアイテム:ソラリス,苦痛の矢,クツウノヤ,射撃,〈射撃〉,0,0,[LV+2],,—,0,視界,,購入不可,,不可,,,,,苦痛を刺激する化学物質を作り出すエフェクト。,そのシーンの間、以下のデータの武器を作成し、装備する。,,,,,EA-苦痛の矢,,,IA,,,,,,,,,2,999
